"id","企业名称","法定代表人","注册资本","成立日期","核准日期","营业期限","所属省份","所属城市","所属区县","统一社会信用代码","参保人数","企业类型","所属行业","注册地址","经营范围"
"747","合肥市数智城市投资运营有限公司","刘宝","2,000万(元)","2021-09-29","2023-12-08","-","安徽省","合肥市","蜀山区","91340104MA8N8RJ275","25人","其他有限责任公司","互联网和相关服务","安徽省合肥市蜀山区湖光路1201号自主创新产业基地三期（南区）B座14层","一般项目：以自有资金从事投资活动；安防设备销售；计算机软硬件及辅助设备零售；大数据服务；软件开发；计算机系统服务；信息系统集成服务；网络技术服务；数据处理和存储支持服务；信息技术咨询服务；信息系统运行维护服务；数据处理服务；互联网数据服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工业互联网数据服务；信息咨询服务（不含许可类信息咨询服务）；人工智能公共数据平台；人工智能应用软件开发；网络与信息安全软件开发；人工智能理论与算法软件开发；物联网技术服务；互联网安全服务；云计算装备技术服务；人工智能双创服务平台；园区管理服务；会议及展览服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"748","安徽人民出版社","杨迎会","1,000万(元)","1986-10-11","2022-03-21","-","安徽省","合肥市","蜀山区","91340000485001369F","56人","有限责任公司(非自然人投资或控股的法人独资)","新闻和出版业","安徽省合肥市蜀山区圣泉路1118号","马列主义经典著作，哲学与社会科学、文化教育类读物出版，书刊发行；纸张、文化用品销售；出版咨询服务；计算机软件开发及维护，计算机及相关产品（除计算机信息系统安全专用产品）、办公用品的销售，电子产品的安装及销售，计算机系统集成，技术开发、技术转让、技术咨询、技术服务，互联网文化活动，网页设计，互联网信息服务，设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"749","安徽省社会科学院","余三元","1,161万(元)","-","-","2025-05-22 至 2030-05-21","安徽省","合肥市","合肥市","123400004850059253","-","-","-","合肥市徽州大道1009号","社会科学研究"
"750","合肥市广播电视台","吴红","35,142万(元)","-","-","2023-02-13 至 2028-02-13","安徽省","合肥市","合肥市","12340100595706079D","-","-","-","合肥市政务文化新区天鹅湖路558号","宗旨：广播、新闻、播映电视节目及其他信息，促进社会经济文化发展；业务范围：电视节目制作、播出、转播；新闻广播、专题广播、文艺广播、资讯服务、广告、广播电视技术服务；广播电视研究；其他服务。"
"751","中国经济信息社有限公司","潘海平","14,998.0147万(元)","1989-10-27","2025-07-14","-","北京市","市辖区","西城区","9111000010001037XK","802人","其他有限责任公司","商务服务业","北京市西城区宣武门西大街57号","许可项目：出版物零售；互联网信息服务；第二类增值电信业务；广播电视节目制作经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；大数据服务；数据处理服务；互联网数据服务；数据处理和存储支持服务；数字技术服务；数字内容制作服务（不含出版发行）；计算机系统服务；信息系统集成服务；信息系统运行维护服务；社会经济咨询服务；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询；信息技术咨询服务；票据信息咨询服务；会议及展览服务；市场调查（不含涉外调查）；品牌管理；广告制作；广告发布；广告设计、代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）"
"752","安徽一瑞医疗用品有限公司","时英月","1,000万(元)","2009-12-22","2024-08-16","-","安徽省","蚌埠市","禹会区","91340300698965938Q","7人","有限责任公司(自然人投资或控股)","零售业","中国（安徽）自由贸易试验区蚌埠片区蚌埠市黄山大道7829号B座401、402、403室","一般项目：第二类医疗器械销售；第二类医疗器械租赁；专用设备修理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：第三类医疗器械经营；Ⅱ、Ⅲ类射线装置销售；Ⅱ、Ⅲ、Ⅳ、Ⅴ类放射源销售；第三类医疗器械租赁（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"753","合肥市大数据资产运营有限公司","屠冉","45,000万(元)","2017-11-20","2023-06-28","-","安徽省","合肥市","蜀山区","91340100MA2R9B549Y","52人","有限责任公司(国有控股)","互联网和相关服务","中国（安徽）自由贸易试验区合肥市高新区望江西路900号中安创谷科技园D9栋","数据资源采集、存储、开发、处理、交易、服务和运营，数据资产运营，数据资产评估，数据产品开发，数据资产增值，信息咨询服务，信息系统集成服务，大数据产业资产管理，大数据产业投资（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等相关金融业务），大数据平台建设及运营维护，云计算平台建设及运营维护，大数据应用平台开发和运营维护；增值电信业务；教育信息咨询；文化活动组织与策划；会议服务；房屋租赁；物业管理；展览展示服务；云计算、云存储、云技术服务；超级计算服务；企业管理服务；智能控制系统、网络信息技术、计算机软硬件、电子产品研发、技术开发、技术服务、技术咨询、成果转让；电子产品（除电子出版物）的批发、零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"754","合肥市美洁洗衣总店","徐道广","50万(元)","2009-06-03","2023-12-22","-","安徽省","合肥市","庐阳区","913401006897898560","23人","全民所有制","居民服务业","安徽省合肥市寿春路276号一楼沿街门面房","服装干洗、水洗及整烫，宾馆酒店床单、被套、台布洗涤。"
"755","安徽公安学院","张耀恒","250,000万(元)","-","-","2025-05-14 至 2030-05-13","安徽省","合肥市","巢湖市","12340000MB1U00122C","-","-","-","安徽省合肥市巢湖半岛生态科学城治中路1号","加强党的建设，全面贯彻党的教育方针，坚持社会主义办学方向，落实立德树人根本任务，忠实履行育警铸剑职责使命，培养德智体美劳全面发展的社会主义建设者和接班人。坚持面向国家安全战略、科技兴警战略，深化多学科融合创新，不断提升综合实力，努力建成高水平应用型本科公安院校，更好服务全省公安工作改革创新与高质量发展。开展教育教学、科学研究、社会服务和文化传承创新等活动。承担公安机关人民警察训练任务和人民警察、警务辅助人员继续教育等工作。承办省公安厅、省教育厅交办的其他工作。"
"756","合肥泽众城市智能科技有限公司","李陇清","3,000万(元)","2015-08-06","2024-10-31","-","安徽省","合肥市","蜀山区","91340100353232472B","316人","其他有限责任公司","科技推广和应用服务业","安徽省合肥市经济技术开发区习友路5999号清华大学合肥公共安全研究院1号楼","物联网数据收集、分析；通信技术的开发、服务、咨询、推广和成果转让；能源设备及配件、消防设备、安防监控设备、状态监测设备、智能化系统设备、机械设备、仪表仪器、自动化设备的设计、技术服务、销售及安装；计算机软硬件、电子产品、集成电路、通讯设备、特种车辆（除专项许可）的设计、开发、销售及技术服务；计算机网络及应用工程；信息系统集成及运维、电子系统工程、建筑智能化工程、工业安全与消防工程的设计、技术咨询及安装；安全防范工程的设计与安装；信息系统规划、设计与咨询；地理信息测绘；基础设施安全运行监测系统项目投资管理；建设项目代建管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
