"id","company_name","company_type","business_status","establishment_date","approval_date","legal_representative","registered_capital","company_size","business_scope","registered_address","business_term","source","taxpayer_identification_number","business_registration_number","organization_code","contact_phone","email","taxpayer_qualification","province","city","district","website_link","industry"
"906","合肥市瑶海区昌国养殖场","个体工商户","注销","11/3/2008","9/12/2009","王昌国","30000",,"家畜\家禽\水产养殖销售\烟酒\日用百货零售","安徽省合肥市瑶海区磨店乡关井村","2008-03-11至无固定期限","马克数据网",,"340102600026020",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"907","白礼勇","个体工商户","吊销，已注销","20/6/2005","24/12/2007","白礼勇",,,"畜禽养殖","安徽省合肥市磨店乡关井村","2005-06-20至2007-06-20","马克数据网",,"3401023115195",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"908","合肥市瑶海区郭姐农家土鸡经营部","个体工商户","存续","19/4/2021","19/4/2021","郭益权",,,"许可项目：种畜禽经营（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：食用农产品批发；鲜肉批发；食用农产品零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","合肥市瑶海区胜利路新三里街菜市场D-21摊位","2021-04-19至无固定期限","马克数据网","92340102MA8L8J7862","340102601322123","MA8L8J78-6",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"909","合肥华瑞牧业有限责任公司第二分公司","有限责任公司分公司(自然人投资或控股)","吊销，未注销","29/3/2002","29/3/2002","张涛",,,"畜禽蜂鱼良种、兽用器械、农副产品（除粮油）、药物饲料添加剂、兽药（有效期至2005年3月21日）销售；牧业信息咨询。","安徽省合肥市胜利路五洲商城D区2号楼四层","2002-03-29至无固定期限","马克数据网",,"3401002501086",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"910","合肥市新站区徐时凤综合养殖场","个体工商户","存续","29/11/2010","29/11/2010","徐时凤","500000",,"家畜，家禽及水产养殖","安徽省合肥市新站区三十头镇横店村底下郢队","2010-11-29至无固定期限","马克数据网","92340100MA2PED750C","340108600162553","MA2PED75-0","13225751671",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"911","徐步贵","个体工商户","吊销，已注销","18/12/2004","24/12/2007","徐步贵",,,"家畜养殖","安徽省合肥市磨店乡喻岗村","2004-12-18至2006-12-18","马克数据网",,"3401233115103",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"912","合肥市新站区文妹肉类经营经营部","个体工商户","存续","6/4/2023","6/4/2023","杨文妹",,,"一般项目：牲畜销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市新站区合肥市新站区瑶海社区勤劳社居苑A区一号好实惠超市内","2023-04-06至无固定期限","马克数据网","92340100MA8Q9NHN32","340173600777252","MA8Q9NHN-3",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"913","合肥市瑶海区大兴镇坤弘养殖场","个体工商户","存续","17/6/2010","23/7/2012","张翠英","50000",,"养殖鸡、鸭、猪。","安徽省合肥市瑶海区大兴镇双圩村","2010-06-17至无固定期限","马克数据网","92340102MA2PAMEE18","340102600132719","MA2PAMEE-1","0551-12345678;13965024693;18256944697;18256944698",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"914","合肥瑶海区亥旺养猪场","个体工商户","注销","29/3/2006","4/12/2009","孙良凤","250000",,"生猪养殖","安徽省合肥市瑶海区磨店乡王圩村","2006-03-29至无固定期限","马克数据网",,"3401023116029",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"915","合肥市瑶海区信鸽协会",,"正常",,,"方雪峰","100000",,"管理、宣传和普及信鸽活动；负责协调、组织全区的各类、各级信鸽竟赛；负责组织信鸽裁判员的培训工作；开展与项目发展有关的经营活动","安徽省合肥市瑶海区滨河路教师新",,"马克数据网",,,,,,,"安徽省","合肥市","瑶海区",,
"916","合肥市瑶海区魏悬家禽经营部","个体工商户","存续","27/6/2022","27/6/2022","魏悬","10000",,"一般项目：鲜肉零售；鲜蛋零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：种畜禽经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区明皇路万邻芳菜市场118号","2022-06-27至无固定期限","马克数据网","92340102MA8P6KN400","340102601583371","MA8P6KN4-0",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"917","合肥市新站区良华养殖场","个体工商户","存续","24/6/2011","10/10/2012","李守英","200000",,"商品鸡饲养及销售(在许可证有效期内经营)。","安徽省合肥市新站区三十头社区五十头村西街组","2011-06-24至无固定期限","马克数据网","92340100MA2PE5C349","340108600175365","MA2PE5C3-4","0113-39955555;13485709682;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"918","余圣和","个体工商户","吊销，未注销","24/7/2009","10/12/2013","余圣和",,,"家禽养殖/批零兼营","安徽省合肥市瑶海工业园区三合社区姚北组",,"马克数据网",,"340102600093855?",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"919","合肥市瑶海区慧健养殖场","个体工商户","注销","15/5/2008","29/11/2010","席绪军","20000",,"养鸡","安徽省合肥市瑶海工业园大店社区三合村","2008-05-15至无固定期限","马克数据网",,"340102600034239",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"920","合肥新站区金宽养鸽厂","个体工商户","吊销，未注销","2/11/2010","15/12/2011","何俊","200000",,"鸽子养殖、销售。","安徽省合肥市新站区张洼路七里塘镇瑶海社居委小陶郢居民组","2010-11-02至无固定期限","马克数据网",,"340108600159646",,"13966653871",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"921","合肥市新站区昌盛炕坊","个体工商户","开业","25/4/2007","1/8/2013","朱永秀","100000",,"鸡的养殖（在许可证有效期内经营）；饲料零售。","安徽省合肥市新站区三十头社区五十头村东街组","2007-04-25至无固定期限","马克数据网","92340100MA2PDHU28Q","340108600167863","MA2PDHU2-8","15956941729;18949810201",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"922","合肥市瑶海区高轩养殖厂","个体工商户","注销",,,"许高轩","70000",,"鸡、鱼、鸭养殖","安徽省合肥市瑶海群治",,"马克数据网",,"3401023116013",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"923","席庆银","个体工商户","吊销，未注销","29/10/2009","16/12/2011","席庆银",,,"家禽/养殖","安徽省合肥市瑶海区磨店乡张店村黄士组",,"马克数据网",,"340102600103795?",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"924","合肥空间养殖有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","1/4/2019","19/5/2023","杨玲","1000000",,"八哥、鹩哥、鹦鹉驯养、繁殖、销售；信鸽养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇兴集村枣树北村民组011号","2019-04-01至无固定期限","马克数据网","91340102MA2TKMKK7W","340102000181338","MA2TKMKK-7","15956995078","363680045@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"925","合肥瑶海区志强种鸽养殖场","个体工商户","存续","15/9/2014","15/9/2014","夏建节","200000",,"种鸽养殖","合肥瑶海区大兴镇双圩社居委汪西居民组","2014-09-15至无固定期限","马克数据网","92340102MA2PB4KNXG","340102600449014","MA2PB4KN-X","13785446117;13856088046",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"926","席贻贵","个体工商户","吊销，未注销","8/3/2010","16/12/2011","席贻贵",,,"猪、家禽/养殖销售**","安徽省合肥市瑶海工业园区油坊社区志高祖","2010-03-08至2012-12-31","马克数据网",,"340102600114175",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"927","合肥市瑶海区传英养殖场","个体工商户","注销","4/7/2006","24/11/2008","毛传英","10000",,"家禽养殖销售","安徽省合肥市瑶海区磨店乡张店村","2006-07-04至无固定期限","马克数据网",,"3401023115482",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"928","合肥市新站区许昌国养殖场","个体工商户","注销","17/1/2012","19/1/2023","许昌国","200000",,"家禽养殖。（在许可证有效期内经营）","安徽省合肥市新站区三十头社区五十头村东风组","2012-01-17至无固定期限","马克数据网","92340100MA2PEDHM3Y","340108600183269","MA2PEDHM-3","0113-39955555;13855142567",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"929","合肥市新站区有斌养鸡场","个体工商户","存续","9/9/2011","9/9/2011","童有斌","300000",,"家禽养殖（在许可证有效期内经营）。","安徽省合肥市新站区三十头社区三房岗村王巷组","2011-09-09至无固定期限","马克数据网","92340100MA2PDDUD74","340108600178363","MA2PDDUD-7","0113-39955555;13856959835;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"930","合肥市瑶海区海燕赛鸽场","个体工商户","注销","29/7/2006","8/12/2009","孔宪俊","20000",,"赛鸽＼种鸽养殖销售","安徽省合肥市瑶海工业园区牡丹路","2006-07-29至无固定期限","马克数据网",,"3401023115506",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"931","合肥瑶海区盛昌养猪场","个体工商户","注销","30/3/2006","10/7/2008","王红霞","15000",,"猪 养殖","安徽省合肥市府龙社居委彭东三组","2006-03-30至无固定期限","马克数据网",,"3401023105562",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"932","合肥市瑶海区兴旺养殖场","个体工商户","注销","15/5/2008","29/11/2010","彭长龙","80000",,"养鸡","安徽省合肥市瑶海工业园大店三合村","2008-05-15至无固定期限","马克数据网",,"340102600034222",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"933","合肥瑶海区昌翠家禽养殖场","个体工商户","吊销，未注销","17/10/2010","10/12/2013","江昌翠","80000",,"家禽/养殖**","安徽省合肥市瑶海工业园区三合社区","2010-10-17至无固定期限","马克数据网",,"340102600147079",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"934","合肥市瑶海区逸凡养殖经营部","个体工商户","存续","20/9/2022","20/9/2022","赵洁琼","1000000",,"许可项目：动物饲养；家禽饲养（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区钟油坊路百大周谷堆11栋123号","2022-09-20至无固定期限","马克数据网","92340102MA8PGKAJ57","340102601631003","MA8PGKAJ-5",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"935","合肥市新站区乃宏养殖场","个体工商户","注销","23/5/2011","10/12/2019","童乃宏","100000",,"商品鸡的养殖。（在许可证有效期内经营）","安徽省合肥市新站区三十头社区五十头村朱小郢组","2011-05-23至无固定期限","马克数据网","92340100MA2PD9KM6Y","340108600174022","MA2PD9KM-6","0113-39955555;13856952354",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"936","合肥市瑶海区三合养鸡场","个体工商户","注销","21/6/2005","24/12/2007","席贻忠","10000",,"子鸡养殖及销售","安徽省合肥市瑶海区三合社居委","2005-06-21至无固定期限","马克数据网",,"3401023115249",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"937","合肥瑶海区光梅家禽养殖场","个体工商户","吊销，未注销","23/8/2010","16/12/2011","王光梅","100000",,"家禽/养殖销售**","安徽省合肥市瑶海区磨店乡会棚村柴郢","2010-08-23至无固定期限","马克数据网",,"340102600141211",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"938","合肥瑶海区张店鸡苗孵化场","个体工商户","吊销，未注销","17/3/2010","18/12/2012","周先胜","100000",,"鸡苗孵化/批发零售**","安徽省合肥市瑶海区磨店乡张店村","2010-03-17至无固定期限","马克数据网",,"340102600115401",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"939","合肥市瑶海区玲珑养殖场","个体工商户","注销","28/3/2008","9/12/2009","曹灵灵","50000",,"家禽\ 家畜养殖销售","安徽省合肥市瑶海工业园喻岗社区费小郢","2008-03-28至2010-03-28","马克数据网",,"340102600028324",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"940","合肥靖轩信鸽养殖有限公司","有限责任公司(自然人独资)","注销","12/7/2019","11/12/2020","王继芹","1000000",,"信鸽养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区张洼路鸭一居民组78号","2019-07-12至无固定期限","马克数据网","91340102MA2TX2AX65","340102000220781","MA2TX2AX-6",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"941","合肥市瑶海区凤兰家禽店","个体工商户","存续","3/3/2020","3/3/2020","陈凤兰",,,"家禽、水产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区长江东大街与南陵路交叉口向北50米301号","2020-03-03至无固定期限","马克数据网","92340102MA2UHAANXH","340102601091328","MA2UHAAN-X",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"942","合肥市新站区立中养殖场","个体工商户","存续","23/9/2011","24/3/2014","张立中","120000",,"家禽养殖。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市新站区三十头社区五十头村西街组","2011-09-23至无固定期限","马克数据网","92340100MA2PDX119X","340108600178929","MA2PDX11-9","0113-39955555;18705519201;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"943","合肥瑶海区土豪养殖场","个体工商户","开业","23/12/2013","23/12/2013","邓从军","180000",,"家禽饲养","合肥瑶海区大兴镇双圩社居委邓老坊居民组","2013-12-23至无固定期限","马克数据网","92340102MA2PB5RM9T","340102600395698","MA2PB5RM-9","0156-5521365;13705694114",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"944","合肥市瑶海区陈涛养殖场","个体工商户","吊销，未注销","21/5/2008","16/12/2011","陈涛","10000",,"家禽 家畜 水产养殖 垂钓服务","安徽省合肥市瑶海区磨店乡王圩村",,"马克数据网",,"340102600035022",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"945","陈普文","个体工商户","吊销，已注销","2/4/2008","9/12/2009","陈普文",,,"家禽\ 家畜\ 水产养殖销售","安徽省合肥市瑶海区磨店乡王圩村","2008-04-02至2010-04-02","马克数据网",,"340102600028871",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"946","合肥瑶海区仓房养鸡场","个体工商户","吊销，未注销","24/12/2012","13/11/2013","费钧波","50000",,"家禽饲养","合肥瑶海区龙岗大店仓房组","2012-12-24至无固定期限","马克数据网",,"340102600307992",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"947","合肥河东家禽养殖有限公司","有限责任公司(自然人投资或控股)","存续","28/7/2005","15/2/2015","何龙章","500000",,"鸡、苗鸡的饲养与销售；苗鸡孵化。","安徽省合肥市瑶海区卅埠乡刘大郢村东三队","2005-07-28至2035-07-27","马克数据网","91340100777389692Y","340100000265464","77738969-2","13966657448","35723594@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"948","合肥市新站区世银养殖场","个体工商户","存续","24/6/2011","10/10/2012","程世银","300000",,"商品鸡饲养及销售(在许可证有效期内经营))。","安徽省合肥市新站区三十头社区五十头村朱小郢组","2011-06-24至无固定期限","马克数据网","92340100MA2PDMWY62","340108600175349","MA2PDMWY-6","0113-39955555;0551-15601351;13035409919",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"949","合肥市新站区家翠养殖场","个体工商户","注销","5/9/2011","12/5/2023","蒯家翠","100000",,"商品鸡饲养。（在许可证有效期内经营）","安徽省合肥市新站区三十头社区五十头社居委东街组","2011-09-05至无固定期限","马克数据网","92340100MA2PDFDAX4","340108600178066","MA2PDFDA-X","15955132130;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"950","合肥瑶海区姚南养鸡场","个体工商户","存续","22/1/2010","7/1/2014","席贻忠","50000",,"家禽/养殖销售**","安徽省合肥市瑶海工业园区三合社区姚南组8号","2010-01-22至无固定期限","马克数据网","92340100MA2PAJCKX6","340102600111133","MA2PAJCK-X","13515644850;15856989083",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"951","合肥市瑶海区良其养殖场","个体工商户","注销","11/6/2008","9/12/2009","刘良其","20000",,"家禽、家畜、养殖销售","安徽省合肥市瑶海工业园勤劳社区徐小郢组","2008-06-11至无固定期限","马克数据网",,"340102600037044",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"952","合肥瑶海区荣芝家禽养殖场","个体工商户","吊销，未注销","17/10/2010","10/12/2013","江荣芝","100000",,"家禽/养殖**","安徽省合肥市瑶海工业园区三合社区","2010-10-17至无固定期限","马克数据网",,"340102600147062",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"953","合肥市瑶海区鸿飞养殖场","个人独资企业","注销","5/11/2007","24/6/2016","钟玉霞",,,"种鸡养殖销售\苗禽出售","安徽省合肥市瑶海区磨店乡油坊村刘小组35号","2007-11-05至无固定期限","马克数据网","91340100MA8LGBTTX9","340102000000202","MA8LGBTT-X",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"954","合肥杨成信鸽养殖有限公司","有限责任公司(自然人独资)","注销","10/7/2019","20/1/2021","吕杨成","1000000",,"信鸽养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区张洼路鸭一居民组25号","2019-07-10至无固定期限","马克数据网","91340102MA2TWRTMXD","340102000219659","MA2TWRTM-X",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"955","合肥吕氏信鸽养殖有限公司","有限责任公司(自然人独资)","存续","1/4/2019","1/4/2019","吕日寿","1000000",,"信鸽养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区张洼路鸭一居民组53号","2019-04-01至无固定期限","马克数据网","91340102MA2TKNC3X0","340102000181619","MA2TKNC3-X","0125-42558845;13865988423;18850958855","18850958855@163.com|1534484772@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"956","合肥瑶海区雨燕信鸽养殖场","个体工商户","注销","24/2/2011","6/3/2018","夏贵鹏","10",,"信鸽养殖","安徽省合肥市大兴镇双圩村楼西村民小组","2011-02-24至无固定期限","马克数据网","92340100MA8M0YRW8H","340102600165814","MA8M0YRW-8","13605697553",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"957","合肥市新站区成芝养殖场","个体工商户","存续","24/6/2011","10/10/2012","李翠云","300000",,"商品鸡饲养及销售(在许可证有效期内经营)。","安徽省合肥市新站区三十头社区五十头村朱小郢组","2011-06-24至无固定期限","马克数据网","92340100MA2PEAPX6W","340108600175357","MA2PEAPX-6","0113-39955555;18019925133;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"958","安徽诞源禽业有限公司","有限责任公司(自然人投资或控股)","存续","23/6/2016","22/7/2022","陈炜","10000000","小于50人","一般项目：粮食收购；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；饲料原料销售；饲料添加剂销售；畜牧渔业饲料销售；初级农产品收购；食用农产品初加工；食用农产品批发；食用农产品零售；农副产品销售；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；运输货物打包服务；国内货物运输代理；农产品的生产、销售、加工、运输、贮藏及其他相关服务；工程和技术研究和试验发展；新鲜水果批发；鲜肉批发；水产品零售；鲜蛋零售；鲜蛋批发；鲜肉零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：家禽饲养；牲畜饲养；动物饲养；食品销售；粮食加工食品生产；食品生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","合肥市瑶海区新蚌埠路与嘉山路交口东南角合肥远东印务仓储中心105室","2016-06-23至无固定期限","马克数据网","91340100MA2MX4EU6E","340100001664811","MA2MX4EU-6","15855111498;15855111620;18056869303;18656052530","2175076621@qq.com|457370545@qq.com|16255111498@qq.com|540517540@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"959","尹仁卓","个体工商户","吊销，已注销","30/12/2004","24/12/2007","尹仁卓",,,"家禽养殖","安徽省合肥市磨店乡关井村","2004-12-30至2006-12-30","马克数据网",,"3401233115130",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"960","解基凤","个体工商户","吊销，已注销","15/7/2005","24/12/2007","解基凤",,,"家禽养殖","安徽省合肥市磨店乡何大郢村","2005-07-15至2007-07-15","马克数据网",,"3401233115202",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"961","合肥市秋实竞翔信鸽有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","28/3/2011","4/1/2013","汪世彬","400000",,"信鸽养殖（除种鸽）、训练及竞赛活动组织。","安徽省合肥市新站区铜陵北路与物流大道交口西南侧阳光汇景花园15#1705号","2011-03-28至2013-03-27","马克数据网",,"340108000094094",,"18956095072",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"962","合肥新站区思凤养鸡场","个体工商户","注销","30/6/2005","23/11/2009","沈思凤","200000",,"养鸡","安徽省合肥市七里汤淮肥村",,"马克数据网",,"3401123005594",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"963","合肥市郁森畜禽养殖场","个人独资企业","存续","25/4/2011","8/5/2023","胡守敏","1000000",,"许可项目：家禽饲养（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：鲜蛋零售；鲜蛋批发；食品销售（仅销售预包装食品）；谷物种植；薯类种植；蔬菜种植；水果种植；花卉种植；园艺产品种植；新鲜水果零售；新鲜水果批发；新鲜蔬菜批发；新鲜蔬菜零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市新站区三十头镇李湾村","2011-04-25至无固定期限","马克数据网","91340100577056797Q","340108000094779","57705679-7","0551-66892867;15155176956;15956972867","737294234@qq.com|2511961334@qq.com|931000144@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"964","合肥天顺信鸽养殖有限公司","有限责任公司(自然人独资)","注销","16/7/2019","9/6/2021","吕祥珍","1000000",,"信鸽养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区张洼路鸭一居民组66号","2019-07-16至无固定期限","马克数据网","91340102MA2TXAJN3U","340102000221820","MA2TXAJN-3",,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"965","合肥市瑶海区贤俊养殖场","个体工商户","注销","3/4/2008","9/12/2009","费贤俊","50000",,"家禽\ 家畜\ 水产养殖销售","安徽省合肥市瑶海工业园喻岗社区费小郢","2008-04-03至无固定期限","马克数据网",,"340102600029085",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"966","合肥市瑶海区原野特种养殖场","个人独资企业","吊销，未注销","28/9/2008","2/12/2009","胡银财",,,"家禽、家畜、水产养殖销售","安徽省合肥市瑶海区磨店乡张店村","2008-09-28至无固定期限","马克数据网",,"340102000000770",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"967","合肥市新站区有章养鸽场","个体工商户","存续","18/5/2011","17/1/2012","童有章","350000",,"家禽（商品鸽)饲养。（在许可证有效期内经营）","安徽省合肥市新站区三十头社区五十头村塘稍组","2011-05-18至无固定期限","马克数据网","92340100MA2PEGBY1M","340108600173888","MA2PEGBY-1","0113-39955555;0551-6335732;18815601351",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"968","合肥瑶海区金氏兄弟养殖场","个体工商户","注销","14/1/2014","27/5/2022","金兴豹","200",,"家禽养殖。","大兴镇兴集社区枣树南队","2014-01-14至无固定期限","马克数据网","92340102MA2PALD16D","340102600400082","MA2PALD1-6","0600-2330006;15656085888",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"969","合肥市新站区中凯养殖场","个体工商户","吊销，未注销","15/7/2011","10/12/2013","张中凯","80000",,"家禽、家畜、水产养殖销售（在前置许可有效期内经营）。","安徽省合肥市新站区三十头镇范冲村玉湾组",,"马克数据网",,"340108600176116",,,,,"安徽省","合肥市","瑶海区",,"畜牧业"
"970","安徽富润牧业有限公司","有限责任公司(自然人投资或控股)","存续","13/6/2016","13/6/2016","徐艳艳","5000000","小于50人","畜禽、牛羊肉、农副产品、水果、蔬菜、水产品、干货、调味品批发与零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区周谷堆大兴农产品国际物流园内冷冻水产畜禽交易中心E5栋44仓铺","2016-06-13至无固定期限","马克数据网","91340100MA2MWUTW3Q","340100001653337","MA2MWUTW-3","15155193338;15205510338;18256933350","315068460@qq.com|515514561@qq.com|15205510338@163.com|540517540@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"971","安徽海拔信鸽有限公司","有限责任公司(自然人独资)","存续","11/12/2017","26/5/2022","张国庆","5000000",,"信鸽销售；信鸽养殖；信鸽竞翔活动组织与策划；信鸽药品及信鸽保健食品的代理与销售；自营或代理各类商品和技术进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区大兴镇漕冲村元岗组80号","2017-12-11至无固定期限","马克数据网","91340102MA2RBCQQ6R","340102000050109","MA2RBCQQ-6","15375383505;18955164123;18956022685","42904045@qq.com|1051049296@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"972","合肥瑶海区本宏养鸽场","个体工商户","存续","2/4/2008","26/12/2013","姚本宏","20000",,"肉鸽\家禽养殖销售","安徽省合肥市瑶海工业园区三合社区","2008-04-02至无固定期限","马克数据网","92340100MA2PAXYC21","340102600028943","MA2PAXYC-2","0551-65602711;13956992055",,,"安徽省","合肥市","瑶海区",,"畜牧业"
"973","安徽省康畜生物科技有限公司","有限责任公司(自然人独资)","存续","24/10/2018","24/10/2018","罗勤","5000000",,"兽用化学药品（除危险品）、中兽药（不含兽用麻醉药品、精神类药品）批发与零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区龙岗路名门名城13幢104室","2018-10-24至无固定期限","马克数据网","91340102MA2T60WJ9Q","340102000136873","MA2T60WJ-9","15082562666","360172699@qq.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"974","合肥安百畜牧科技开发有限公司","有限责任公司(自然人独资)","注销","15/4/2008","15/7/2020","杨广文","300000","小于50人","畜禽养殖器械研发、销售，饲料及饲料添加剂、保健用品销售。","安徽省合肥市瑶海区漕冲批发市场三期21幢8号","2008-04-15至2028-04-14","马克数据网","91340100674212464D","340100000077217","67421246-4","0551-64318682;13305518844;13965065520;15856900379;18134520531;18755159514","1055032526@qq.com|353128057@qq.com|940261006@qq.com|498876743@qq.com|hefeianbai@21cn.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"975","安徽乾翔汇鹦鹉养殖有限公司","有限责任公司(自然人独资)","存续","11/7/2016","30/4/2021","丁林敏","5000000",,"鹦鹉驯养、繁殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区嘉山路36号新泉嘉园门面房101，-101室","2016-07-11至无固定期限","马克数据网","91340100MA2MXEHP14","340100001681758","MA2MXEHP-1","0551-91340100;0551-92340100","2581939984@qq.com|gfy886@163.com",,"安徽省","合肥市","瑶海区",,"畜牧业"
"976","合肥市瑶海区小红鱼百货经营部","个体工商户","存续","10/6/2021","10/6/2021","王何杰",,,"一般项目：日用百货销售；日用品销售；谷物销售；美发饰品销售；食品互联网销售（销售预包装食品）；化妆品批发；化妆品零售；日用杂品销售；食用农产品零售；食品添加剂销售；项目策划与公关服务；信息咨询服务（不含许可类信息咨询服务）；市场营销策划；会议及展览服务；互联网数据服务；电子烟雾化器（非烟草制品、不含烟草成分）生产（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：酒类经营；保健食品销售；食品经营（销售散装食品）；食品经营；食品互联网销售；烟草制品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区长江东路与通达路交口往东100米2幢1楼","2021-06-10至无固定期限","马克数据网","92340102MA8LLPBB3K","340102601353071","MA8LLPBB-3","18905699188",,,"安徽省","合肥市","瑶海区",,"渔业"
