"Notice_ID","Notice_Type","Tender_Number","Notice_Content","Successful_Bidder","Awarded_Amount","Tendering_Entity","Tendering_Address","Tendering_Contact_Person","Tendering_Contact_Information","Tendering_Agency","Agency_Address","Agency_Contact_Person","Agency_Contact_Information"
"724"," 中标结果公告"," 招标编号： HBSJ-202210SL-041001001"," 鄂北地区水资源配置工程管护设施项目施工（招标项目名称）湖北省鄂北地区水资源配置工程管护设施（丹襄段）（标段名称）于2022年11月10日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月10日至2022年11月14日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北水建建设有限公司","10339226.56"," 鄂北地区水资源配置工程建设与管理局（筹）"," 湖北省武汉市武昌区徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北华傲水利水电工程咨询有限责任公司"," 湖北省武汉市洪山区珞狮路286号"," 罗红玲"," 027-65390706"
"725"," 中标结果公告"," 招标编号： HBSJ-202208TL-062001001"," 京广高铁（武汉局管段）安全标准示范线建设工程电务、房建系统相关工程施工（招标项目名称）WGDWSG标段（标段名称）于2022年09月06日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月06日至2022年09月08日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 通号工程局集团有限公司","141299008"," 中国铁路武汉局集团有限公司武汉电务段"," 武汉市汉口火车站站西路特1号"," 肖飞"," 027-51137396"," "," /"," /"," "
"726"," 中标结果公告"," 招标编号： HBZX-201606GL-335070001"," 汉江雅口航运枢纽工程仿生态鱼道监测系统设备采购安装招标（招标项目名称）YK-YDJC-1合同段（标段名称）于2023年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月14日至2023年09月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉中科瑞华生态科技股份有限公司","2904780"," 湖北港口雅口航运枢纽有限公司"," 湖北省宜城市开发区宋玉三路"," 刘先生"," 0710-4263697"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座19层"," 夏慧文"," 027-83733449"
"727"," 中标结果公告"," 招标编号： HBSJ-202201GL-005011002"," 京港澳高速公路湖北境鄂豫界至军山段改扩建工程钢结构涂装施工招标（招标项目名称）JGATZ-2标段（标段名称）于2023年08月01日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月01日至2023年08月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉正瑞表面工程技术有限公司","17856081.77"," 湖北交投京港澳高速公路改扩建项目管理有限公司"," 武汉市蔡甸经济开发区白鹤泉东大街212号综合楼"," 俞女士"," 027-83867447"," 华杰工程咨询有限公司"," 北京市朝阳区安苑路20号世纪兴源大厦8层"," 潘梦夏"," 027-83858318"
"728"," 中标结果公告"," 招标编号： HBSJ-202302QG-002001002"," 人民银行湖北省辖区空调节能改造项目（招标项目名称）襄阳市中心支行空调系统改造（02包）（标段名称）于2023年04月29日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月29日至2023年05月04日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中孚低碳技术（武汉）有限公司","2832459.13"," 中国人民银行武汉分行"," 湖北省武汉市武昌区中南路69号"," 刘思佳"," 027-87327106"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 王彦、饶阳、宋浠、李海燕"," 027-87819169"
"729"," 中标结果公告"," 招标编号： HBSJ-202210SL-041001002"," 鄂北地区水资源配置工程管护设施项目施工（招标项目名称）湖北省鄂北地区水资源配置工程管护设施（枣随段）（标段名称）于2022年11月10日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月10日至2022年11月14日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中水建管国际工程有限公司","13963214.53"," 鄂北地区水资源配置工程建设与管理局（筹）"," 湖北省武汉市武昌区徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北华傲水利水电工程咨询有限责任公司"," 湖北省武汉市洪山区珞狮路286号"," 罗红玲"," 027-65390706"
"730"," 中标结果公告"," 招标编号： HBSJ-202207TL-057001006"," 京广高速铁路郑州至武汉段武汉局集团公司管内安全标准示范线建设工程甲供物资设备招标（招标项目名称）TX-06（通信线缆）（标段名称）于2022年09月03日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月03日至2022年09月05日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 长飞光纤光缆股份有限公司","7465984"," 中国铁路武汉局集团有限公司武汉通信段"," 武汉市江岸区解放大道1394号"," 钱家亮","18007158889"," "," /"," /","18007158889"
"731"," 中标结果公告"," 招标编号： HBSJ-202108FJ-169012001"," 国际绿创中心（长江新城起步区A、B、C、D地块）EPC总承包项目A地块、D-1地块景观工程（招标项目名称）国际绿创中心（长江新城起步区A、B、C、D地块）EPC总承包项目A地块、D-1地块景观工程（标段名称）于2023年09月09日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月09日至2023年09月11日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省环艺建设集团有限公司","7935378.94"," 武汉建工集团股份有限公司"," 武汉经济技术开发区沌阳大道409号武汉建工科技中心"," 黄工","18871731136"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 胡火轮","18071456519"
"732"," 中标结果公告"," 招标编号： HBSJ-202201GL-005011001"," 京港澳高速公路湖北境鄂豫界至军山段改扩建工程钢结构涂装施工招标（招标项目名称）JGATZ-1标段（标段名称）于2023年08月01日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月01日至2023年08月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉亚联表面技术有限公司","16202255.33"," 湖北交投京港澳高速公路改扩建项目管理有限公司"," 武汉市蔡甸经济开发区白鹤泉东大街212号综合楼"," 俞女士"," 027-83867447"," 华杰工程咨询有限公司"," 北京市朝阳区安苑路20号世纪兴源大厦8层"," 潘梦夏"," 027-83858318"
"733"," 中标结果公告"," 招标编号： HBSJ-202302QG-002001003"," 人民银行湖北省辖区空调节能改造项目（招标项目名称）十堰市中心支行空调系统改造（03包）（标段名称）于2023年04月29日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月29日至2023年05月04日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北嘉赞机电工程有限公司","2474542.54"," 中国人民银行武汉分行"," 湖北省武汉市武昌区中南路69号"," 刘思佳"," 027-87327106"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 王彦、饶阳、宋浠、李海燕"," 027-87819169"
"734"," 中标结果公告"," 招标编号： HBSJ-202210SL-041001003"," 鄂北地区水资源配置工程管护设施项目施工（招标项目名称）湖北省鄂北地区水资源配置工程管护设施（广悟段）（标段名称）于2022年11月10日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月10日至2022年11月14日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 十堰市水利水电有限责任公司","3323326.53"," 鄂北地区水资源配置工程建设与管理局（筹）"," 湖北省武汉市武昌区徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北华傲水利水电工程咨询有限责任公司"," 湖北省武汉市洪山区珞狮路286号"," 罗红玲"," 027-65390706"
"735"," 中标结果公告"," 招标编号： HBSJ-202207TL-057001005"," 京广高速铁路郑州至武汉段武汉局集团公司管内安全标准示范线建设工程甲供物资设备招标（招标项目名称）TX-05(通信电源设备)（标段名称）于2022年09月03日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月03日至2022年09月05日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京迅鼎通信技术有限公司","4886267"," 中国铁路武汉局集团有限公司武汉通信段"," 武汉市江岸区解放大道1394号"," 钱家亮","18007158889"," "," /"," /"," "
"736"," 中标结果公告"," 招标编号： HBSJ-202304SL-013001002"," 仙桃市洪北灌区续建配套与节水改造项目（招标项目名称）仙桃市洪北灌区续建配套与节水改造项目（二标段）（标段名称）于2023年09月13日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月13日至2023年09月15日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北卓禹建设有限公司、湖北宏博盛世建设有限公司","11521931.65"," 仙桃市中型灌区节水配套改造项目管理办公室"," 仙桃市仙桃大道中段25号"," 尹翔","18502715551"," 中建鼎正项目管理有限公司"," 湖北省武汉市洪山区雄楚大道御景名门1栋2101室"," 龚咏梅","18872617983"
"737"," 中标结果公告"," 招标编号： HBSJ-202008FJ-109006001"," 汉口滨江国际商务区江水源可再生能源站示范项目设备采购-水泵招标（招标项目名称）汉口滨江国际商务区江水源可再生能源站示范项目设备采购-水泵招标（标段名称）于2023年07月27日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月27日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉问鼎机电工程有限公司","9863300"," 武汉新星滨江新能源有限公司"," 武汉市江岸区胜利街275号包豪斯大厦"," 姜山","13377884536"," 湖北建信建设工程咨询有限公司"," 武昌区杨园街纺机路29号万科金域华府商业中心/栋/单元7层"," 曾敏","18702799858"
"738"," 中标结果公告"," 招标编号： HBSJ-202107FJ-144006001"," 联投中北路项目室内深化方案设计至施工图设计（招标项目名称）联投中北路项目室内深化方案设计至施工图设计（标段名称）于2023年05月07日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月07日至2023年05月09日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 羿天设计集团有限责任公司","3392612"," 武汉联投中岳建设有限公司"," 武汉市江夏区文化大道399号8楼"," 杜翔"," 027-84238888"," 湖北联投咨询管理有限公司"," 武汉市江夏区文化大道399号联投大厦20层"," 李海娇"," 027-86637809"
"739"," 中标结果公告"," 招标编号： HBSJ-201810FJ-515010001"," 湖北省水利水电规划勘测设计院规划勘测设计试验业务用房（招标项目名称）规划勘测设计试验业务用房工程经营生产数字化管理系统建设项目（标段名称）于2022年11月08日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月08日至2022年11月10日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 纬衡浩建科技（深圳）有限公司、上海泛微网络科技股份有限公司","3750000"," 湖北省水利水电规划勘测设计院"," 武汉市洪山区珞狮路290号"," 李德","18872223951"," 湖北腾升工程管理有限责任公司"," 武汉市洪山区珞狮路290号"," 湖北腾升工程管理有限责任公司","17386142329"
"740"," 中标结果公告"," 招标编号： HBSJ-202207TL-057001001"," 京广高速铁路郑州至武汉段武汉局集团公司管内安全标准示范线建设工程甲供物资设备招标（招标项目名称）TX-01(光纤传输OTN设备)（标段名称）于2022年09月03日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月03日至2022年09月05日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京智讯天成技术有限公司","3650020"," 中国铁路武汉局集团有限公司武汉通信段"," 武汉市江岸区解放大道1394号"," 钱家亮","18007158889"," "," /"," /"," "
"741"," 中标结果公告"," 招标编号： HBSJ-202308TL-083001001"," 宜昌姚家港化工园田家河片区铁路专用线与焦柳铁路交叉工程施工（招标项目名称）TJHSG标段（标段名称）于2023年09月16日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月16日至2023年09月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉江腾铁路工程有限责任公司","22684241"," 武汉武铁工程项目管理有限公司"," 武汉市武昌区八一路2号"," 谢昌昌、戴挺"," 027-51125523"," 湖北华科工程咨询有限公司"," 武汉市洪山区徐东大街团结名居桔园"," 吴昱","15071455612"
"742"," 中标结果公告"," 招标编号： HBSJ-202302FJ-018001002"," 湖北中储粮油脂有限公司建仓项目（招标项目名称）湖北中储粮油脂有限公司建仓项目土建施工总承包二标段（标段名称）于2023年07月29日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月29日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖南省第三工程有限公司","75476755.64"," 湖北中储粮油脂有限公司"," 湖北省天门市天门工业园六门路村"," 刘经理"," "," 中化商务有限公司"," 北京市西城区复兴门外大街A2号中化大厦"," 中化商务有限公司","18110123471"
"743"," 中标结果公告"," 招标编号： HBSJ-202208FJ-143003001"," 中国供销·荆州智慧冷链产业园（一期）1#、2#、3#楼及附属工程（招标项目名称）中国供销·荆州智慧冷链产业园（一期）1#、2#、3#楼及附属工程（标段名称）于2023年02月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年02月14日至2023年02月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 新疆兵团市政轨道交通（集团）有限公司","103486795.4"," 供销冷链(荆州)产业发展有限公司"," 荆州市高新区技术产业开发区高科路科技企业加速器中试厂房7号楼4006"," 邹光磊","18672310622"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙谭SOMO A座16楼"," 王承丹、戴唯、郭庆"," 027-87238091"
"744"," 中标结果公告"," 招标编号： HBSJ-201810FJ-515009001"," 湖北省水利水电规划勘测设计院规划勘测设计试验业务用房（招标项目名称）规划勘测设计试验业务用房工程“一张图”综合平台项目（标段名称）于2022年11月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月05日至2022年11月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京超图软件股份有限公司","3750000"," 湖北省水利水电规划勘测设计院"," 武汉市洪山区珞狮路290号"," 朱乔利","18872223983"," 湖北腾升工程管理有限责任公司"," 武汉市洪山区珞狮路290号"," 湖北腾升工程管理有限责任公司","17386142329"
"745"," 中标结果公告"," 招标编号： HBSJ-202207TL-057001002"," 京广高速铁路郑州至武汉段武汉局集团公司管内安全标准示范线建设工程甲供物资设备招标（招标项目名称）TX-02(数据通信设备)（标段名称）于2022年09月03日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月03日至2022年09月05日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京智讯天成技术有限公司","4860020"," 中国铁路武汉局集团有限公司武汉通信段"," 武汉市江岸区解放大道1394号"," 钱家亮","18007158889"," "," /"," /"," "
"746"," 中标结果公告"," 招标编号： HBSJ-202307FJ-132001001"," 帅府商通大厦安全隐患维修项目（招标项目名称）帅府商通大厦安全隐患维修项目（标段名称）于2023年09月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月15日至2023年09月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北工建集团第三建筑工程有限公司","8602680.62"," 湖北铁路开发有限公司"," 武汉市武昌区中北路236号"," 周先生"," 027-86774966"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号平安财富中心B座7-10楼"," 李抢","15871706326"
"747"," 中标结果公告"," 招标编号： HBSJ-202306TL-065001002"," 武汉枢纽G网补强改造工程建管甲供物资招标（招标项目名称）WHSNGW-02（GSM-R系统设备）（标段名称）于2023年08月01日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月01日至2023年08月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京智讯天成技术有限公司","9199986"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 武汉市江汉区汉口火车站站西路特1号"," 吴文清"," 027-51138018"," 中国铁路物资股份有限公司"," 北京市丰台区太平街道凤凰嘴街5号院2号楼鼎兴大厦A座10-11层"," 王强","17839722001"
"748"," 中标结果公告"," 招标编号： HBSJ-202301GL-006002001"," 荆州李埠长江公铁大桥斜拉-悬索协作体系桥数字化建造及管养关键技术研究标揭榜挂帅科技项目招标（招标项目名称）XZTX-1标段（标段名称）于2023年04月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月28日至2023年05月04日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁大桥勘测设计院集团有限公司、中铁桥隧技术有限公司、湖北省智慧交通研究院有限公司、中铁建大桥工程局集团第一工程有限公司、中建三局第三建设工程有限责任公司","3000000"," 湖北交投李埠长江公铁大桥有限公司"," 湖北省荆州市江陵县中兴路25号"," 付先生"," 0716-4897012"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号城市广场A座19层"," 王涛"," 027-83608005"
"749"," 中标结果公告"," 招标编号： HBSJ-202203FJ-038004001"," 汉江生态城双创产业园暖通空调采购及安装工程（招标项目名称）汉江生态城双创产业园暖通空调采购及安装工程（标段名称）于2022年11月09日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月09日至2022年11月11日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中徽机电科技股份有限公司","5741352.88"," 湖北交投襄阳文旅发展有限公司、中国建筑第七工程局有限公司"," 湖北省襄阳市襄州区东津镇东津大道辅路湖北交投临时办公区"," 梅文"," 0710-8193979"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙潭大厦A座16楼"," 胡红霞、蔡立凡、毕洋"," 027-87235209"
"750"," 中标结果公告"," 招标编号： HBSJ-202208SL-032001001"," 南水北调中线一期引江济汉工程渠顶管理通道完善预留费设计项目（招标项目名称）南水北调中线一期引江济汉工程渠顶管理通道完善预留费设计项目（标段名称）于2022年09月06日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月06日至2022年09月08日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省水利水电规划勘测设计院","2600000"," 湖北省引江济汉工程管理局"," 武汉市武昌区徐东大街宏昌路3号"," 施薇","13720341686"," 湖北华傲水利水电工程咨询有限责任公司"," 湖北省武汉市洪山区珞狮路286号"," 王淑冉"," 027-65390770"
"751"," 中标结果公告"," 招标编号： HBSJ-202308GL-081001001"," 武汉都市区环线江夏至梁子湖段（南段）工程勘察设计招标（招标项目名称）武汉都市区环线江夏至梁子湖段（南段）工程勘察设计招标（标段名称）于2023年09月16日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月16日至2023年09月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中交第二公路勘察设计研究院有限公司","36680000"," 武汉市交通运输局"," 武汉市江岸区黄孝河路47号"," 李先生"," 027-68820024"," 中恰招标代理集团有限公司"," 武汉市江汉区后襄河北路59号后襄河C地块1栋1单元11层4号"," 中恰招标代理集团有限公司"," 027-65775270"
"752"," 中标结果公告"," 招标编号： HBSJ-202306TL-065001003"," 武汉枢纽G网补强改造工程建管甲供物资招标（招标项目名称）WHSNGW-03调度集中系统（CTC）（标段名称）于2023年08月01日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月01日至2023年08月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 卡斯柯信号有限公司","5100000"," 中国铁路武汉局集团有限公司武汉工程建设指挥部"," 武汉市江汉区汉口火车站站西路特1号"," 吴文清"," 027-51138018"," 中国铁路物资股份有限公司"," 北京市丰台区太平街道凤凰嘴街5号院2号楼鼎兴大厦A座10-11层"," 王强","17839722001"
"753"," 中标结果公告"," 招标编号： HBSJ-202304FJ-060001001"," 中南建筑设计院股份有限公司屋面改造工程（招标项目名称）中南建筑设计院股份有限公司屋面改造工程（标段名称）于2023年05月10日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月10日至2023年05月12日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 方圆化集团有限公司、铭扬工程设计集团有限公司","0"," 中南建筑设计院股份有限公司"," 湖北省武汉市武昌区中南路19号"," 张文龙、何健健、董明辉"," 027-87332776"," 湖北省招标股份有限公司"," 武汉市武昌区中北路108号兴业银行大厦五层"," 尹杰","19801308801"
"754"," 中标结果公告"," 招标编号： HBSJ-202203FJ-038005001"," 汉江生态城双创产业园消防工程（招标项目名称）汉江生态城双创产业园消防工程（标段名称）于2022年11月09日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月09日至2022年11月11日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉安利系统工程有限公司","5039500.09"," 湖北交投襄阳文旅发展有限公司、中国建筑第七工程局有限公司"," 湖北省襄阳市襄州区东津镇东津大道辅路湖北交投临时办公区"," 梅文"," 0710-8193979"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙潭大厦A座16楼"," 胡红霞、蔡立凡、毕洋"," 027-87235209"
"755"," 中标结果公告"," 招标编号： HBSJ-202109QG-028004003"," 黄石工业固体废物综合回收利用项目设备采购及安装（第一批）（招标项目名称）黄石工业固体废物综合回收利用项目设备采购及安装（第一批）三标段（脱硫、氟、氯设备）（标段名称）于2022年07月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年07月28日至2022年08月01日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 黄石市森源环保科技有限公司","4851690"," 中国一冶集团有限公司"," 湖北省武汉市青山区工业路3号一冶科技大楼"," 鲍云飞","15377005634"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 郭涵度","15527166628"
"756"," 中标结果公告"," 招标编号： HBSJ-202307SL-015001003"," 仙桃市泽口灌区续建配套与现代化改造2023年度工程（招标项目名称）仙桃市泽口灌区续建配套与现代化改造2023年度工程施工（第3标段）（标段名称）于2023年09月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月15日至2023年09月18日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北大禹建设股份有限公司","22418213.78"," 仙桃市泽口灌区续建配套与现代化改造项目管理办公室"," 仙桃市仙桃大道中段25号"," 刘静华"," 0728-3334687"," 湖北天旺工程咨询有限公司"," 洪山区书城路7号名士1号4号楼12层18-21号"," 张妍"," 027-87665699"
"757"," 中标结果公告"," 招标编号： HBSJ-202306TL-064001001"," 武汉枢纽汉口客车技术整备所改造工程建管甲供物资招标（招标项目名称）BJ-01(接触网钢支柱)（标段名称）于2023年08月01日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月01日至2023年08月03日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 襄阳普尔利交通工程器材有限公司","2569856"," 中国铁路武汉局集团有限公司站房工程建设指挥部"," 武汉市武昌区东安路2号"," 张晓华 刘敏"," 027-51165017 027-51165117"," 中国铁路物资股份有限公司"," 北京市丰台区太平街道凤凰嘴街5号院2号楼鼎兴大厦A座10-11层"," 乔冠华","17771855394"
"758"," 中标结果公告"," 招标编号： HBSJ-202206GL-040001001"," 襄阳至宜昌高速公路宜昌段投资人招标（招标项目名称）襄阳至宜昌高速公路宜昌段投资人XYYCTZ-1标段（标段名称）于2022年08月11日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年08月11日至2022年08月15日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北交通投资集团有限公司、中铁十八局集团有限公司、中交第四航务工程局有限公司、湖北省路桥集团有限公司、湖北交投建设集团有限公司、中铁十二局集团有限公司、中铁七局集团有限公司、湖北交投科技发展有限公司","16700000000"," 宜昌市人民政府"," 宜昌市沿江大道102号"," 杨先生"," 0717-6222868"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座19层"," 郑明阳"," 027-83308925"
