"name","corporation","registed_capital","birth_date","manage_date","status","province","city","district","type","industry","USCC","TIN","registed_num","insured_persons","location","url","business"
"芜湖慧聪商贸有限公司","智辉","100万人民币","2015-11-18","2015-11-18 至 2045-11-17","存续","安徽省","芜湖市","弋江区","有限责任公司(自然人独资)","零售业","91340200MA2MQW8B05","91340200MA2MQW8B05","340200000253786","0","安徽省芜湖市弋江区中国芜湖商品交易博览城C04#楼212、213号","-","一般项目：照明器具销售；家具销售；文具用品零售；体育用品及器材零售；针纺织品销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；日用陶瓷制品销售；皮革制品销售；金属材料销售；金属制品销售；化妆品零售；食品销售（仅销售预包装食品）；日用百货销售；服装服饰零售；劳动保护用品销售；塑料制品销售；橡胶制品销售；办公用品销售；五金产品零售；电子产品销售；金属工具销售；计算机软硬件及辅助设备零售；纸制品销售；厨具卫具及日用杂品零售；通讯设备销售；办公设备耗材销售；化工产品销售（不含许可类化工产品）；消防器材销售；音响设备销售；家用电器销售；礼品花卉销售；建筑装饰材料销售；电线、电缆经营；第一类医疗器械销售；第二类医疗器械销售；医护人员防护用品零售；卫生用品和一次性使用医疗用品销售；个人卫生用品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"安徽道傲建材商贸有限公司","汪友明","500万人民币","2021-07-06","2021-07-06 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","批发业","91340111MA8MYLRA80","91340111MA8MYLRA80","340111000812767","0","安徽省合肥市包河区庐州大道与南宁路交口万达银座2栋4627室","-","一般项目：五金产品批发；家用电器零配件销售；家具零配件销售；建筑用金属配件销售；办公用品销售；纸制品销售；文具用品零售；安防设备销售；金属制品销售；办公设备耗材销售；办公设备销售；计算机及办公设备维修；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；日用百货销售；厨具卫具及日用杂品零售；日用家电零售；家用电器销售；礼品花卉销售；阀门和旋塞销售；日用玻璃制品销售；日用杂品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"浙江松籁贸易有限公司","徐志强","1000万人民币","2022-03-16","2022-03-16 至 9999-09-09","存续","浙江省","杭州市","余杭区","有限责任公司(自然人投资或控股)","批发业","91330110MA7LJTR54H","91330110MA7LJTR54H","330110001715100","1","浙江省杭州市余杭区仓前街道海智中心1幢10层-A0165","-","一般项目：服装服饰零售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备零售；网络技术服务；移动通信设备销售；食用农产品零售；针纺织品销售；鞋帽零售；鞋帽批发；箱包销售；照明器具销售；消防器材销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；互联网销售（除销售需要许可的商品）；通信设备销售；数字视频监控系统销售；劳动保护用品销售；电力设施器材销售；建筑装饰材料销售；建筑材料销售；轻质建筑材料销售；体育用品及器材零售；五金产品零售；电子元器件与机电组件设备销售；音响设备销售；机械电气设备销售；机械设备销售；玩具、动漫及游艺用品销售；家具零配件销售；家具销售；乐器零售；橡胶制品销售；家用电器销售；日用百货销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。"
"亳州市公羽商贸有限公司","翁大宾","100万人民币","2020-12-22","2020-12-22 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人投资或控股)","零售业","91341600MA2WJEN59R","91341600MA2WJEN59R","341600000523802","0","安徽省亳州市谯城区文帝路五区2栋三单元106室","-","日用百货、鞋帽、服装、塑料制品、化工产品（不含危险化学品，不含易燃易爆物品）、消毒产品（不含危险化学品）、劳保用品、家用电器零配件、针纺织品、化妆品、钟表、箱包、通信设备、装饰装修材料、包装材料、皮革制品、电子产品、音响设备销售；出版物零售；第一类、第二类、第三类医疗器械、办公用品、教学专用仪器、体育用品及器材、消防器材、五金产品、计算机软硬件及辅助设备、家用电器、厨具卫具、文化用品、玻璃制品、安防设备、金属材料、工艺品、橡胶制品、机械设备（不含特种设备）销售；设计、制作、代理、发布广告；农副产品购销（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"安徽信太智能科技有限公司","孟斌","500万人民币","2023-05-06","2023-05-06 至 无固定期限","存续","安徽省","合肥市","合肥新站高新技术产业开发区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340100MA8QDRF72U","91340100MA8QDRF72U","-","-","安徽省合肥市高新区创新大道1858号办公综合楼4楼Z区407-136室","-","一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；网络技术服务；软件开发；集成电路销售；计算机系统服务；信息系统集成服务；平面设计；广告设计、代理；云计算装备技术服务；工程技术服务（规划管理、勘察、设计、监理除外）；环保咨询服务；家用电器安装服务；办公服务；计算机软硬件及辅助设备零售；家具安装和维修服务；家具销售；电力电子元器件销售；教学用模型及教具销售；办公用品销售；日用电器修理；家用电器零配件销售；人工智能硬件销售；家用电器销售；电气设备销售；通讯设备销售；金属制品销售；通信设备销售；机械零件、零部件销售；工业控制计算机及系统销售；广播影视设备销售；软件销售；电子产品销售；云计算设备销售；教学专用仪器销售；环境保护专用设备销售；智能机器人销售；网络设备销售；办公设备销售；安防设备销售；办公设备耗材销售；计算机及办公设备维修；电气设备修理；机械电气设备销售；家具零配件销售；特种陶瓷制品销售；增材制造装备销售；地板销售；针纺织品销售；互联网销售（除销售需要许可的商品）；国内贸易代理；货物进出口（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥市赐沣商贸有限责任公司","陆飞","80万人民币","2019-09-27","2019-09-27 至 无固定期限","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人独资)","软件和信息技术服务业","91340104MA2U5D3K3Y","91340104MA2U5D3K3Y","340104000451172","0","安徽省合肥市蜀山区望江西路267号蜀鑫雅苑13幢103室","-","计算机设备及软件、办公设备、农副产品、图书档案设备、机械设备、电气设备、通信设备、广播、电影设备、仪器仪表、计量标准器具及量具、印刷机械、医疗设备、体育设备、娱乐设备、厨卫用具、家具、服装、家用电器、纸制品、印刷用品、图书、文具、办公用品、文教用品、清洁用品、日化用品、预包装食品、非处方药、橡胶制品、塑料制品、玻璃制品、陶瓷制品、建筑材料、五金交电、水暖器材、日用百货销售；国内广告设计及制作；商务信息咨询；计算机软硬件、物联网产品的研发和推广（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"岳西县祥银净水设备经营部","胡梅","100万人民币","2022-11-15","2022-11-15 至 无固定期限","存续","安徽省","安庆市","岳西县","个体工商户","零售业","92340828MA8PP7ND26","92340828MA8PP7ND26","340828600394461","-","安徽省安庆市岳西县天堂镇城北社区解放路海形巷新星弄（万家旺超市对面）","-","一般项目：气体、液体分离及纯净设备销售；环境保护专用设备销售；家用电器销售；家用电器零配件销售；五金产品零售；五金产品批发；日用电器修理；厨具卫具及日用杂品批发；家用电器安装服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"芜湖亚美家具销售有限公司","张宝","1080万人民币","2016-03-09","2016-03-09 至 2066-03-08","存续","安徽省","芜湖市","弋江区","有限责任公司(自然人投资或控股)","零售业","91340200MA2MTPCL50","91340200MA2MTPCL50","340200000265424","23","芜湖市弋江区中国芜湖商品交易博览城L04#楼114室","-","家具、文件柜、保险柜、教学设备销售制造、加工，办公用品、电子产品、家用电器、家具用品、厨房设备、装饰材料（除危化品）批发、零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽涵铭商贸有限公司","黄超","500万人民币","2021-05-08","2021-05-08 至 无固定期限","存续","安徽省","芜湖市","鸠江区","有限责任公司(自然人投资或控股)","批发业","91340207MA8LH5KB4B","91340207MA8LH5KB4B","340207000188830","0","安徽省芜湖市鸠江区官陡街道南翔万商轻纺城2F-3119-3120室","-","一般项目：厨具卫具及日用杂品批发；家具销售；家具安装和维修服务；办公设备销售；办公设备租赁服务；办公用品销售；教学用模型及教具销售；体育用品及器材批发；劳动保护用品销售；门窗销售；服装服饰零售；专业设计服务；专用设备制造（不含许可类专业设备制造）；针纺织品及原料销售；电子产品销售；家用电器销售；家用电器零配件销售；制冷、空调设备销售；电子元器件零售；计算机软硬件及辅助设备批发；通讯设备销售；广播电视传输设备销售；安防设备销售；环保咨询服务；特种设备销售；建筑装饰材料销售；数字文化创意技术装备销售；文艺创作；软件开发；物业管理；网络设备销售；网络与信息安全软件开发；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；信息技术咨询服务；五金产品批发；建筑用金属配件销售；电器辅件销售；家用电器安装服务；电热食品加工设备销售；气体、液体分离及纯净设备销售；灯具销售；照明器具销售；计算机软硬件及辅助设备零售；文具用品批发；图书出租；塑料制品销售；第二类医疗器械销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物零售；出版物批发（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"长丰县双凤经济开发区弘文书店","王延安","-","2021-09-22","2021-09-22 至 无固定期限","存续","安徽省","合肥市","长丰县","个体工商户","零售业","92340121MA8N7UAT3B","92340121MA8N7UAT3B","340121600759438","-","长丰县双凤经济开发区御景嘉苑S3-101商铺","-","许可项目：出版物零售；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：文具用品零售；办公用品销售；体育用品及器材零售；食品销售（仅销售预包装食品）；打字复印（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"滁州市星之臣商贸有限公司","朱冉","50万人民币","2014-11-10","2014-11-10 至 无固定期限","存续","安徽省","滁州市","琅琊区","有限责任公司(自然人投资或控股)","批发业","9134110239453838X5","9134110239453838X5","341102000012043","5","安徽省滁州市琅琊区南谯北路盈福巷19号","-","办公设备、文体用品、办公耗材及配件、儿童玩具、乐器、美术用品及器材、家用电器、劳保用品、日用百货、五金交电、音响设备、汽车用品、汽车配件、电线电缆、通信设备、仪器仪表、机电设备及配件、机械设备及配件、包装材料、建筑材料、装潢材料、实验室设备、用具、化学试剂(不含危险品)、家具、酒店设备、民用监控安防器材销售。计算机技术咨询服务、计算机软硬件销售、安装、调试及维护服务；网络技术、通信工程；建筑智能化工程、公共安全防范工程、民用监控工程、弱电工程，设计与施工。办公设备租赁、打印服务。机电领域内的技术开发，技术咨询；电器安装、制冷设备安装、水电安装、机电设备安装、水电安装、工程机械设备维修；消防器材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥精勤商贸有限公司","许军","200万人民币","2016-05-18","2016-05-18 至 2046-05-17","存续","安徽省","合肥市","合肥新站高新技术产业开发区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340100MA2MWD318L","91340100MA2MWD318L","340191000083217","0","合肥市高新区长江西路丰乐新村10幢401室","-","计算机软硬件产品、网络设备及配件、监控安防报警设备、音响设备、通讯设备、办公用品及设备、办公耗材、办公家具、电讯器材、纺织品、服饰、装饰装潢材料、建材、机械设备、电子产品、家用电器、劳保用品、工艺礼品、体育用品、健身器材、健身用品、体育器材、玩具、针纺织品、箱包、仪器仪表、五金交电、音乐器材、书籍、日用百货、预包装食品、机电设备、二类医疗器械销售；计算机领域内技术开发、技术服务、技术咨询；办公设备、监控设备、音响设备的维修及保养；网络工程及系统集成、通讯工程、安防监控报警工程、音响工程、电视信号工程、工程设备销售、工程施工与维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥速学文化用品有限公司","胡玮","50万人民币","2022-09-27","2022-09-27 至 无固定期限","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人投资或控股)","文教、工美、体育和娱乐用品制造业","91340103MA8PHJ9Y4W","91340103MA8PHJ9Y4W","340103000517862","0","安徽省合肥市庐阳区海棠街道茨河路6号建华文创园10号楼M1-20B室","-","一般项目：办公用品销售；文具制造；文具用品批发；文具用品零售；办公设备耗材制造；办公设备销售；办公设备耗材销售；计算机及办公设备维修；文化、办公用设备制造；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；图书管理服务；体育用品及器材制造；体育用品及器材零售；体育用品及器材批发；环境保护专用设备销售；电子产品销售；电子元器件批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物批发；出版物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"亳州市琰栈商贸有限公司","王密密","200万人民币","2022-04-15","2022-04-15 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","互联网和相关服务","91341600MA8NXYDWXT","91341600MA8NXYDWXT","341600000666130","0","安徽省亳州市谯城区万福大市场34栋14号","-","一般项目：五金产品零售；门窗销售；保温材料销售；电线、电缆经营；建筑用金属配件销售；金属工具销售；防腐材料销售；消防器材销售；安防设备销售；办公设备销售；办公设备耗材销售；办公用品销售；日用百货销售；文具用品批发；涂料销售（不含危险化学品）；体育用品及器材批发；卫生用品和一次性使用医疗用品销售；卫生洁具销售；特种劳动防护用品销售；化妆品零售；第二类医疗器械销售；厨具卫具及日用杂品零售；日用品销售；塑料制品销售；服装服饰零售；劳动保护用品销售；工艺美术品及收藏品零售（象牙及其制品除外）；礼品花卉销售；户外用品销售；照明器具销售；灯具销售；汽车装饰用品销售；家具销售；日用玻璃制品销售；家具零配件销售；电子产品销售；玩具销售；计算机软硬件及辅助设备零售；通讯设备销售；教学用模型及教具销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"亳州圣达商贸有限公司","吴小芳","50万人民币","2014-11-03","2014-11-03 至 无固定期限","存续","安徽省","亳州市","谯城区","有限责任公司(自然人投资或控股)","零售业","91341600394491462B","91341600394491462B","341600000104127","0","安徽省亳州市谯城区薛阁街道办事处香港步行街F区102户","-","办公用品、办公耗材、通讯器材、体育用品、日用品批发兼零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥展颜贸易有限责任公司","方平","500万人民币","2012-11-23","2012-11-23 至 2032-11-21","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人独资)","零售业","913401000584658558","913401000584658558","340100000722624","3","安徽省合肥瑶海区白龙路徽州家园3幢202室","-","一般项目：纸制品销售；塑料制品销售；日用品销售；皮革制品销售；服装服饰批发；鞋帽批发；日用百货销售；化妆品批发；办公用品销售；办公设备耗材销售；打字复印；图文设计制作；劳动保护用品销售；特种劳动防护用品销售；卫生用品和一次性使用医疗用品销售；家用电器销售；厨具卫具及日用杂品批发；建筑材料销售；五金产品批发；会议及展览服务；网络技术服务；互联网销售（除销售需要许可的商品）；物联网应用服务；化工产品销售（不含许可类化工产品）；针纺织品销售；纸制品制造（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"芜湖南京新百大厦有限公司","胡雪飞","6000万人民币","1993-12-13","1993-12-13 至 无固定期限","存续","安徽省","芜湖市","镜湖区","其他有限责任公司","零售业","91340200610330592K","91340200610330592K","340200400004684","291","安徽省芜湖市中山路1号","http://www.whxbds.com","预包装食品零售，散装食品、乳制品（含婴幼儿配方乳粉）、食用农产品、保健食品批发兼零售，餐饮服务，音像制品、烟草零售，日用百货、化妆品、家用电器、针纺织品、服装鞋帽、玉器、乐器、体育用品、一类医疗器械、厨房卫生间用具、洗涤用品、五金、电脑软硬件及耗材、机械设备及配件、电子产品及通信设备、工艺美术品、自行车、电动车、汽车配件、化工产品（除危险化学品）、劳保用品、金属材料（除贵金属）、木材、建筑材料、橡胶制品、汽车、家居用品、儿童用品、箱包皮具、文化办公用品、钟表眼镜、金银珠宝饰品、摄影器材、通讯器材（不含卫星地面设施）、保健用品、健身器材销售，场地租赁、废旧家电回收，广告发布、广告设计、广告制作、广告代理；星级酒店及其配套服务设施（仅限分支机构经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***"
"合肥东淳环保技术有限公司","陈志强","50万人民币","2013-12-06","2013-12-06 至 2043-12-06","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人投资或控股)","批发业","91340100085233662D","91340100085233662D","340100000881428","1","合肥市庐阳区四里河路东北二环南南碧水源小区7幢1003室","-","水处理设备及配件销售、安装维护；空气净化设备、家用电器销售、安装维护；净水方案设计、施工。"
"合肥卓越城运营管理有限公司","邓业锋","1000万人民币","2018-08-29","2018-08-29 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司（非自然人投资或控股的法人独资）","商务服务业","91340111MA2T18QH95","91340111MA2T18QH95","340111000218658","13","合肥市包河区花园大道以南、泰山路以东滨湖卓越城文华园一期2号楼","-","一般项目：园区管理服务；创业空间服务；文化场馆管理服务；体育场地设施经营（不含高危险性体育运动）；体育用品及器材零售；体育赛事策划；组织文化艺术交流活动；会议及展览服务；财务咨询；企业管理咨询；信息技术咨询服务；企业形象策划；广告设计、代理；广告制作；品牌管理；房地产经纪；信息系统集成服务；数据处理和存储支持服务；工程管理服务；物业管理；住房租赁；非居住房地产租赁；酒店管理；停车场服务；餐饮管理；城市公园管理；图书出租；图书管理服务；商业综合体管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物零售；出版物批发（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"安徽银迪电子有限公司","吴书明","1200万人民币","2003-12-15","2003-12-15 至 无固定期限","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人投资或控股)","计算机、通信和其他电子设备制造业","91340100756826785B","91340100756826785B","340108000043525","9","安徽省合肥市庐阳区濉溪路168号新天地广场2102","http://www.yd0551.com","金融机具及耗材、文化设备及用品、办公设备及用品、电子产品、光电产品、通讯设备、医疗设备、检测仪器、空气净化产品、清洁器材、家用电器、办公家具、日用百货、计算机软硬件、系统集成、综合布线、机房产品、物联网设备、销售；金融机具设备、电子设备、电器设备租赁及技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽省正乾广告有限公司","朱永翠","1000万人民币","2016-04-21","2016-04-21 至 2046-04-20","存续","安徽省","合肥市","肥西县","有限责任公司(自然人独资)","商务服务业","91340100MA2MUPUK7W","91340100MA2MUPUK7W","340100001587877","0","安徽省合肥市肥西县桃花工业园金寨南路1081号水安盛世桃源小区2栋2层","-","国内广告发布；写真、雕刻、车贴、灯箱、图文、标牌、标识设计；展览展示、摄影服务；户外布展设计及代理；企业庆典策划；日用百货、化妆品、家具用品、家用电器、服装鞋帽、工艺品、办公用品、展示器材销售；净水设备及配件、空气净化设备及配件销售及售后服务；数据采集、分析处理；数据应用与服务平台建设；特色数据定制；精准确数据营销；跨领域数据融合；网络技术开发、技术转让、技术咨询、技术服务；商务信息咨询与服务；保险代理及咨询；亮化工程、装饰工程、园林景观工程设计及整体方案策划。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"杭州正齐澳电子商务有限公司","王正","80万人民币","2020-05-28","2020-05-28 至 9999-09-09","存续","浙江省","杭州市","西湖区","有限责任公司(自然人独资)","互联网和相关服务","91330106MA2HXRQ99X","91330106MA2HXRQ99X","330106000939708","-","浙江省杭州市西湖区留下街道石马社区支二路2幢4055室","-","一般项目：互联网销售（除销售需要许可的商品）；第一类医疗器械销售；化妆品零售；家居用品销售；化妆品批发；厨具卫具及日用杂品批发；日用百货销售；皮革制品销售；体育用品及器材零售；文具用品零售；针纺织品销售；服装服饰零售；服装服饰批发；鞋帽零售；鞋帽批发；日用品销售；母婴用品销售；玩具销售；宠物食品及用品零售；钟表销售；眼镜销售（不含隐形眼镜）；包装材料及制品销售；橡胶制品销售；产业用纺织制成品销售；羽毛(绒)及制品销售；工艺美术品及收藏品零售（象牙及其制品除外）；纸制品销售；机械零件、零部件销售；建筑材料销售；家用电器销售；金属结构销售；化工产品销售（不含许可类化工产品）；水泥制品销售；保温材料销售；建筑防水卷材产品销售；阀门和旋塞销售；日用玻璃制品销售；电子元器件零售；塑料制品销售；五金产品零售；音响设备销售；卫生洁具销售；金属材料销售；礼品花卉销售；照相器材及望远镜零售；家具销售；计算机软硬件及辅助设备零售；通信设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；图文设计制作；通用设备修理(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。"
"合肥思友信息科技有限公司","唐景峰","10万人民币","2018-05-31","2018-05-31 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340104MA2RR5RR9G","91340104MA2RR5RR9G","340104000141737","0","安徽省合肥市包河区万佛湖路150号观澜花园5幢601室","-","软件、电脑及配件的开发、销售及维护；计算机系统集成；电子产品、通讯设备、建筑节能产品、教学设备、教学仪器的研发、销售；网络工程；建筑装修装饰工程；监控系统工程；防雷工程；安全技术防范工程；景观照明工程；建筑智能化工程；楼宇自控系统工程；消防报警系统工程；机电设备销售及安装；五金、电气设备、办公用品的销售；教育信息咨询；商务信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽寻芳阁商贸有限公司","孙秀峰","500万人民币","2018-12-13","2018-12-13 至 无固定期限","存续","安徽省","合肥市","合肥经济技术开发区","有限责任公司(自然人独资)","批发业","91340111MA2TB0B58F","91340111MA2TB0B58F","340172000240945","0","安徽省合肥市经济技术开发区繁华大道北，莲花路东环贸中心第2幢1层商105室","-","日用百货、服装鞋帽、箱包、皮革制品、床上用品、体育用品、玩具、化妆品、金银首饰、卫生洁具、摄影器材、音响设备及器材、钟表眼镜、玻璃制品、洗涤用品、家居护理用品、厨房用具、包装材料、缝纫机服装及辅料、羽绒制品、办公用品、五金交电、不锈钢制品、铝合金制品、化工原料及产品（除危险品）、机电设备及配件、汽摩配件、计算机及配件、预包装食品、建筑材料、装饰材料、金属材料、冶金设备、五金轴承、紧固件、标准件、电镀设备、环保设备、消防设备、家具、家用电器、纺织品、酒店用品及设备、管道管材、防盗监控设备、电子元件、电线电缆、通讯器材、礼品、工艺品、电子产品、劳保用品、汽车、花卉、 苗木、摩托车、电动车、食用农产品销售 ；图文设计 、制作；喷绘；包装盒的设计；产品包装开发；包装、会务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽新安兴科技有限公司","徐燕","2800万人民币","2002-07-23","2002-07-23 至 无固定期限","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340100740871303H","91340100740871303H","340000000003105","46","合肥市蜀山区金寨路91号立基大厦A座810室","http://www.ahxax.com","一般项目：软件开发；计算机系统服务；网络技术服务；数字视频监控系统销售；信息系统集成服务；智能控制系统集成；信息系统运行维护服务；信息技术咨询服务；新兴能源技术研发；软件销售；对外承包工程；安全技术防范系统设计施工服务；普通机械设备安装服务；办公设备销售；办公设备耗材销售；安防设备销售；电子产品销售；家用电器销售；日用百货销售；集成电路销售；广播影视设备销售；通讯设备销售；助动自行车、代步车及零配件销售；摩托车及零配件批发；计算机软硬件及辅助设备批发；体育用品及器材批发；乐器批发；第一类医疗器械销售；第二类医疗器械销售；计算机软硬件及外围设备制造；再生资源回收（除生产性废旧金属）；生产性废旧金属回收；办公设备租赁服务；租赁服务（不含许可类租赁服务）；劳务服务（不含劳务派遣）；计算机及办公设备维修；日用电器修理；电子、机械设备维护（不含特种设备）；企业形象策划；市场营销策划；会议及展览服务；污水处理及其再生利用（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"芜湖骁卜商贸有限公司","卜华君","20万人民币","2019-11-05","2019-11-05 至 无固定期限","存续","安徽省","芜湖市","弋江区","有限责任公司(自然人独资)","批发业","91340203MA2U95TW73","91340203MA2U95TW73","340203000034950","0","安徽省芜湖市弋江区中国芜湖商品交易博览城G02＃楼110室（申报承诺）","-","电子设备、电器、办公设备及配件销售、租赁及售后服务；计算机信息系统集成，建筑智能化工程、弱电工程、安防工程设计、施工及维修维护；计算机软件、电子产品开发、销售及技术服务；日用百货、食品、饮料、纺织品、工艺品（除文物）、办公家具、办公用品、办公耗材、五金交电、酒店设备、建材（危化品）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"合肥朗聚科技有限公司","李富艳","50万人民币","2018-01-30","2018-01-30 至 2048-01-29","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","科技推广和应用服务业","91340111MA2RGKLHXD","91340111MA2RGKLHXD","340111000114024","0","合肥市包河区西藏路1471号滨湖名邸16幢3102","-","实验室成套设备、实验室仪器、计算机及软件配件、电子产品、二类医疗器械、教学设备及仪器研发、销售；家具、游乐设备、办公用品、音乐器材、美术器材、体育器材、多媒体设备、塑料制品、建筑材料、装饰材料、五金电器、针纺织品、手机卡、康复器材销售；网络工程、安防工程设计及施工；电信业务代理；地图标注服务；音视频制作；图文设计；软件开发；网站建设及推广服务；企业管理咨询；版权、专利、知识产权、商标、工商事务代理；房屋搭建。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽新水安广告有限公司","杨华菊","500万人民币","2020-11-30","2020-11-30 至 无固定期限","存续","安徽省","合肥市","合肥新站高新技术产业开发区","有限责任公司(自然人独资)","商务服务业","91340100MA2WFW6X79","91340100MA2WFW6X79","340173000327572","0","合肥市新站区淮海大道1188号京商商贸城I区商业KL116室","-","国内广告设计、制作、代理、发布；标识标牌、显示屏、广告灯箱、橱窗、LED屏设计、研发、制作、安装及销售；展览展示服务；翻译服务；刻章服务；市场营销、公关活动、庆典活动策划及执行；电脑、舞台设备、灯光、音响租赁；网站、网络游戏、手机客户端软件开发及运营；企业形象设计、策划；电气工程、市政亮化工程设计及施工；计算机网络设备、空调制冷设备、空气净化设备、办公用品及耗材、打印机及耗材、纸制品、包装材料、印章材料、办公设备、文体用品、装订设备、计算机及配件、五金机电、电子产品、工艺礼品、日用百货、水果、蔬菜、预包装食品、散装食品、茶叶、酒水销售；卷烟零售；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽淡然商贸有限公司","袁巍","1006万人民币","2020-05-18","2020-05-18 至 无固定期限","存续","安徽省","蚌埠市","淮上区","有限责任公司(自然人投资或控股)","批发业","91340311MA2URRJ34N","91340311MA2URRJ34N","340311000029166","0","安徽省蚌埠市淮上区小蚌埠镇金牛路285号院内1号厂房","-","工程机械设备及配件、阀门及配件、管道、通用机械零部件、建筑机械设备、金属制品（不含贵金属）、数控机床、电子产品、计算机、软件及辅助设备、文具、日用百货、办公用品、教学用品、体育器材、化妆品、卫生用品、家用电器、家具、家居用品、五金工具、仪器仪表、建材的销售；建筑装饰工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽实越生物科技有限公司","杜欣","500万人民币","2017-05-12","2017-05-12 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","软件和信息技术服务业","91340100MA2NLGBQ2H","91340100MA2NLGBQ2H","340100001973696","1","合肥市包河区桐城路与芜湖路交口向南香港商业步行街B段406","-","一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新材料技术推广服务；医学研究和试验发展；实验分析仪器销售；专用化学产品销售（不含危险化学品）；日用化学产品销售；第一类医疗器械销售；第二类医疗器械销售；化工产品销售（不含许可类化工产品）；仪器仪表销售；气体、液体分离及纯净设备销售；电子专用材料销售；办公设备耗材销售；计算机软硬件及辅助设备零售；日用百货销售；劳动保护用品销售；制冷、空调设备销售；气体压缩机械销售；建筑材料销售；建筑装饰材料销售；软件开发；工业设计服务；新鲜水果零售；食用农产品零售；工艺美术品及礼仪用品销售（象牙及其制品除外）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：检验检测服务；测绘服务；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
