"company_name","business_status","legal_representative","registered_capital","paid_in_capital","establishment_date","approval_date","business_term","province","city","district","phone","additional_phones","email","additional_emails","unified_social_credit_code","taxpayer_identification_number","business_registration_number","organization_code","insured_personnel_count","company_type","industry","former_name","registered_address","latest_annual_report_address","website","business_scope","match_status"
"安徽国煜建设工程有限公司;深圳洲际建筑装饰集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"中铁四局集团电气化工程有限公司;安徽省综合交通研究院股份有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"中铁二局集团电务工程有限公司;中铁第五勘察设计院集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"广东天衡工程建设咨询管理有限公司","开业","董元","10880000","5548800","30/6/2000 00:00:00","13/10/2023 00:00:00","-","广东省","广州市","天河区","0769-22891052","13095173311,13450191002,13728332837,027-63370797,027-51157753","229978243@qq.com","469861351@qq.com,guangdongtianheng@163.com","914400007238458751","914400007238458751","440000000039235","72384587-5","140","其他有限责任公司","专业技术服务业","广东天衡工程建设咨询监理有限公司","广州市天河区康湖大街79号701房","广州市天河区康湖大街79号701房","www.gdtianheng.com","专业设计服务;规划设计管理;招投标代理服务;水利相关咨询服务;土地整治服务;政府采购代理服务;信息技术咨询服务;工程造价咨询业务;物业管理;工程管理服务;工程技术服务（规划管理、勘察、设计、监理除外）;物联网技术研发;水环境污染防治服务;生态恢复及生态保护服务;环境保护监测;自然生态系统保护管理;咨询策划服务;融资咨询服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;企业管理咨询;社会经济咨询服务;安全咨询服务;环保咨询服务;生物基材料技术研发;生物质能技术服务;农作物栽培服务;食用农产品初加工;食用农产品批发;初级农产品收购;食用农产品零售;非食用农产品初加工;食品互联网销售（仅销售预包装食品）;食品销售（仅销售预包装食品）;建设工程监理;单建式人防工程监理;地质灾害治理工程监理;公路工程监理;建设工程质量检测;水利工程建设监理;文物保护工程监理;互联网信息服务;食品销售;食品互联网销售","成功"
"安徽禹筑建设工程有限公司","开业","张雷","10000000","0","28/3/2017 00:00:00","22/3/2024 00:00:00","2017-03-28 至 2047-03-27","安徽省","铜陵市","枞阳县","0551-62859877","18651347249,0562-2020568,15955438851,18226152573,15055155930","1032815900@qq.com","154498176@qq.com,1063342747@qq.com","91340100MA2NGELQ3A","91340100MA2NGELQ3A","340100001937449","MA2NGELQ-3","10","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省铜陵市枞阳县麒麟镇东街104号","安徽省铜陵市枞阳县麒麟镇","-","水利水电工程；市政公用工程；公路工程；建筑工程；电力工程；地基基础工程；消防设施工程；桥梁工程；钢结构工程；建筑装修装饰工程；建筑幕墙工程；古建筑工程；城市及道路照明工程；公路路面工程；公路路基工程；公路交通工程；环保工程；园林绿化工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽寰宇建筑设计院;合肥市规划设计研究院;安徽省金田建筑设计咨询有限责任公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽宏志建设集团有限公司","开业","陈对航","101000000","51000000","25/4/2007 00:00:00","3/12/2021 00:00:00","-","安徽省","合肥市","瑶海区","13500515726","0551-65521938,2042200,13965127880,18225690105,13505601741","1277663491@qq.com","76343226@qq.com,ahhz168@163.com","91340100661424345F","91340100661424345F","340100000139112","66142434-5","188","有限责任公司(自然人投资或控股)","房屋建筑业","安徽宏志建设工程有限责任公司","安徽省合肥市瑶海区龙岗开发区管委会1号楼","安徽省合肥市瑶海区龙岗开发区管委会1号楼","www.ahhzjs.com","房屋建筑工程施工，市政公用工程施工，水利水电工程施工，体育场地设施工程施工，地基与基础工程施工，土石方工程施工，钢结构工程施工，土地整理工程施工，机电设备安装工程施工，建筑装饰装修工程施工，消防设施工程施工、建筑幕墙工程施工；园林绿化工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"苏州规划设计研究院股份有限公司;安徽伍航勘测设计有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"铭扬工程设计集团有限公司","开业","高霞","110000000","110000000","20/2/2008 00:00:00","28/3/2022 00:00:00","-","浙江省","杭州市","上城区","13958180403","19999207220,15776612697,0668-6632986,0668-5523419,0971-5117635","453558250@qq.com","393307328@qq.com,156454352@qq.com","91330104670626299G","91330104670626299G","330104000022651","67062629-9","165","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","浙江铭扬工程设计有限公司","浙江省杭州市上城区望江国际中心1号903室","浙江省杭州市上城区望江东路332号 中豪望江国际1号楼9楼","www.shbegl.com","许可项目：建设工程施工；文物保护工程施工；建设工程监理；建设工程勘察；建设工程设计；公路工程监理；住宅室内装饰装修；国土空间规划编制；测绘服务；林木种子生产经营；草种生产经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：工程造价咨询业务；图文设计制作；园林绿化工程施工；工艺美术品及礼仪用品制造（象牙及其制品除外）；工程管理服务；招投标代理服务；采购代理服务；政府采购代理服务；信息咨询服务（不含许可类信息咨询服务）；节能管理服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。","成功"
"中铁二十四局集团安徽工程有限公司;中通建工城建集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽祥悦建设工程有限公司","开业","张生陆","20000000","20000000","6/6/2014 00:00:00","18/11/2022 00:00:00","2014-06-06 至 2034-06-05","安徽省","阜阳市","颍上县","13865868288","13918543669,18949899773,18205588883,0471-6224188,13339222250","446519691@qq.com","754838684@qq.com","91341226399892572K","91341226399892572K","341226000034994","39989257-2","74","有限责任公司(自然人投资或控股)","建筑安装业","-","颍上县经济开发区罗洋路东侧罗洋安置区北侧综合楼","安徽省阜阳市颍上县经济开发区罗洋路东侧罗洋安置区北侧综合楼","www.ahxydlgc.com","一般项目：建筑材料销售；建筑装饰材料销售；住宅水电安装维护服务；对外承包工程；园林绿化工程施工；室内木门窗安装服务；体育场地设施工程施工；土石方工程施工；金属门窗工程施工；电线、电缆经营；电气设备销售；建筑工程机械与设备租赁；机械设备租赁；特种设备销售；变压器、整流器和电感器制造；输配电及控制设备制造；光伏设备及元器件制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；太阳能发电技术服务；机械电气设备销售；光伏设备及元器件销售；电力电子元器件销售；充电桩销售；普通机械设备安装服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；舞台工程施工；住宅室内装饰装修；施工专业作业；建筑劳务分包；电气安装服务；输电、供电、受电电力设施的安装、维修和试验；特种设备安装改造修理；供电业务；发电业务、输电业务、供（配）电业务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","成功"
"安徽华松市政园林建设工程有限公司","开业","雷中华","20180000","5000000","4/6/2014 00:00:00","19/11/2021 00:00:00","2014-06-04 至 2044-05-30","安徽省","合肥市","肥西县","0551-62571766","0551-68139518,0551-62571767,13866663707,13245876541","65447987@qq.com","56784355@qq.com,348400592@qq.com,348400593@qq.com","91340100397045804A","91340100397045804A","340100001004495","39704580-4","8","有限责任公司(自然人投资或控股)","房屋建筑业","-","安徽省合肥市肥西县上派镇金寨南路与天海路交口新都会中心A8#1304室","合肥市滨湖新区徽盐广场B座707-708室","-","一般项目：园林绿化工程施工；规划设计管理；城市公园管理；市政设施管理；土石方工程施工；工程管理服务；城市绿化管理；住宅水电安装维护服务；对外承包工程；劳务服务（不含劳务派遣）；房屋拆迁服务；土地整治服务；安全技术防范系统设计施工服务；物业管理；环境卫生公共设施安装服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；建设工程设计；房屋建筑和市政基础设施项目工程总承包；建设工程监理；公路管理与养护；住宅室内装饰装修；水利工程建设监理；建筑劳务分包；公路工程监理；路基路面养护作业；施工专业作业；地质灾害治理工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽科创工程项目管理有限公司","开业","姚鸿","30000000","30000000","21/3/2006 00:00:00","10/3/2023 00:00:00","2006-03-21 至 2026-12-31","安徽省","合肥市","肥西县","0551-63751128","13966757687,0551-63751386,18956955116,0556-8155567,0555-4984566","574916446@qq.com","11094468@qq.com","91340123786509721P","91340123786509721P","340100000117721","78650972-1","147","有限责任公司(自然人投资或控股)","商务服务业","合肥科创工程咨询有限责任公司","安徽省合肥市经开区桃花工业园工投立恒工业广场B-7栋1-4层","安徽省合肥经开区桃花工业园繁华西路工投立恒工业广场B-7幢第1-4层","www.ahkcgc.com","工程项目管理及咨询、政府采购服务、招标代理、规划、设计、造价、监理，工程勘察，工程试验检测，市政公用工程施工，园林绿化工程施工，房屋建筑工程施工，水利水电工程施工，环保工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"合肥天秤检测科技有限公司","开业","李成峰","3000000","3000000","3/8/2005 00:00:00","8/3/2024 00:00:00","-","安徽省","合肥市","肥西县","18949807706","13856062672,0551-62063950,0551-62570068,18905691139,18255192728","258693179@qq.com","-","913401237773994019","913401237773994019","340100000302096","77739940-1","82","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","合肥市天秤水利工程质量检测有限公司","安徽省合肥市肥西县桃花镇城西湖路与延乔路交口联海商务1＃厂房","安徽省合肥市肥西县桃花镇城西湖路与延乔路交口联海商务1＃厂房","www.hftcjc.com","建设工程检测技术科学研究、检测信息化管理咨询服务；建筑材料（产品）检验检测与鉴定；水利水电工程（岩土、混凝土、量测、金属结构、机械电气类）、公路工程、水运工程、市政公用工程、房屋建筑工程及铁路工程质量检测、监测与安全鉴定评价；地质勘察、工程测绘、工程物探、地下管网（线）探测与检测；雷电防护装置检测及雷电灾害风险评估；消防、环境、节能检（监）测及安全评估；职业（公共）卫生及绿色建筑检测与评价；设备（含特种设备）、仪器仪表计量校准技术服务；建设工程测量、工程造价咨询（鉴定）及质量与安全评价技术服务；建设工程监理、项目管理及全过程工程技术咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽宝峰建筑工程有限公司","开业","彭鹏","97000000","0","29/5/2014 00:00:00","6/5/2023 00:00:00","-","安徽省","淮南市","大通区","13866343303","18355462658,7768091","164360701@qq.com","453277115@qq.com","913404003997546983","913404003997546983","340400000143503","39975469-8","18","有限责任公司(自然人投资或控股)","房屋建筑业","淮南市宝峰建筑工程有限公司","安徽省淮南市经济技术开发区振兴南路科创中心B座1803室","安徽省淮南市经济技术开发区振兴南路科创中心B座1803室","-","建筑工程、室内外装饰装修工程、市政工程、机电设备工程、水利水电工程、地基与基础工程、矿山工程、土石方工程、消防工程、环保工程、建筑幕墙工程、公路工程、钢结构工程、园林绿化工程、防水防腐保温工程的施工，建筑材料、机械设备销售，脚手架搭设，钢结构生产与制作，施工劳务，工矿配件销售，城市照明工程、电力工程、给排水工程、非开挖管道工程、通信工程施工，塌陷区治理，废旧物资回收（不含危险物），建筑消防设施维护、保养、检测，消防安全评估，电气消防安全检测，消防技术研发及咨询，消防信息咨询服务,房屋拆迁，房屋修缮，停车场（库）建设。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"中国联合工程有限公司;安徽合一城乡建设有限公司;太原锅炉集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽安能建设集团有限公司","开业","孙胜","110000000","110000000","21/1/2005 00:00:00","25/1/2024 00:00:00","-","安徽省","合肥市","长丰县","0551-68858168","0551-68851533,0551-68851551,8826835,18269741950,0551-68857166","279230590@qq.com","AnNnengJS2020@163.com,1051719834@qq.com,1062761266@qq.com,1907486591@qq.com,664597192@qq.com,1137292639@qq.com","9134012377735780X9","9134012377735780X9","340123000018771","77735780-X","58","有限责任公司(自然人投资或控股)","土木工程建筑业","合肥畅达建设工程有限责任公司","安徽省合肥市长丰县岗集镇人民政府","合肥市长丰县岗集镇人民政府","www.ahanjs.com","建筑工程施工总承包；市政公用工程施工总承包；机电安装工程施工总承包；公路工程施工总承包；水利水电工程施工总承包；地基与基础工程专业承包；钢结构工程专业承包；机电设备安装工程专业承包；建筑装修装饰工程专业承包；土石方工程专业承包；建筑幕墙工程专业承包；园林绿化工程施工；桥梁工程承包；隧道工程承包；地下管廊工程；水环境处理；机械设备租赁；沥青混凝土、水稳的生产、销售、铺筑工程施工；预拌混凝土专业承包；商品混凝土、水泥混凝土预制件生产、销售；港口与航道工程；高新材料与技术开发；房屋拆迁；施工劳务；房地产开发和销售；建筑设计；民用建材（不含化学危险品）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽盈祥达建设工程有限公司;江苏一德文化旅游发展有限公司;中铁合肥建筑市政工程设计研究院有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽安能建设集团有限公司;林同棪国际工程咨询（中国）有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"陕西绿馨水土保持有限公司;安徽禾美环保集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽省云鹏工程项目管理有限公司","开业","王克勇","10000000","2200000","13/11/2007 00:00:00","28/10/2020 00:00:00","-","安徽省","合肥市","肥东县","18715649857","15395045233,13695675658,0551-67708388,0551-67701000,13399975020","1228322399@qq.com","-","913401226679420714","913401226679420714","340122000002687","66794207-1","39","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省合肥市肥东县店埠镇合蚌路116号","安徽省合肥市肥东县店埠镇合蚌路116号","www.ahypgc.com","工程全过程项目管理及项目代建；工程监理；工程可行性研究前期策划及咨询；采购及招标代理；工程设计；工程造价咨询；工程试验、检测；BIM技术及工程信息化管理服务；市政公用工程、房屋建筑工程、水利水电、园林绿化工程施工；公路工程及公路交通工程施工；路基路面工程、公路养护工程、土石方工程施工；建筑工程劳务服务（劳务派遣除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"陕西新鸿业生态景观设计工程有限公司;安徽亚熙建设工程有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽水源建设项目管理有限公司","开业","杨晓梅","32000000","19000000","5/7/2017 00:00:00","29/4/2020 00:00:00","-","安徽省","蚌埠市","固镇县","18255205952","0552-7162686,13966058982,13505622558,18055237912,13665529922","2935246413@qq.com","-","91340300MA2NRBGK4U","91340300MA2NRBGK4U","340300000225614","MA2NRBGK-4","24","有限责任公司(自然人投资或控股)","专业技术服务业","-","安徽省蚌埠市固镇县城关镇小楼村小楼排涝站院内","安徽省蚌埠市解放二路北首西100米","www.ahsyjs.cn","工程建设项目管理；水利水电、房屋建筑、市政公用、公路、园林绿化、河湖整治、水系治理及环境保护、港口与航道、桥梁、消防设施、建筑装修装饰、公路路基、城市及道路照明、钢结构、建筑幕墙、古建筑、土石方开挖、地基与基础、水工隧洞开挖、爆破、拆除等工程的施工；水工金属结构与机电设备制造安装与维修；工程的勘测、设计、监理、造价咨询、工程安全咨询、技术咨询、招标代理；公共基础设施项目运营及维护；科技开发及应用；水资源开发；见证取样检测；物资设备销售；预拌商品混凝土；工程机械设备租赁；建筑劳务分包；建材销售和贸易；砂石料加工及销售；自营和代理各类商品和技术的进出口业务（国家限定企业经营和禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"南京市水利规划设计院股份有限公司","开业","徐惠民","39790000","39790000","11/7/1991 00:00:00","20/9/2022 00:00:00","-","江苏省","南京市","秦淮区","18961333868","18915119480,13133259807,0994-3220223,022-28510686,0551-87661189","gs@njwpdi.com","103729693@qq.com","913201004258014876","913201004258014876","320100000112693","42580148-7","277","股份有限公司(非上市、自然人投资或控股)","专业技术服务业","南京市水利规划设计院有限责任公司","南京市秦淮区紫丹路1号设计产业园1号楼","江苏省南京市秦淮区紫丹路1号设计产业园1号楼","www.njslyxxzx.net","许可项目：建设工程设计；建设工程勘察；水利工程建设监理；建设工程监理；测绘服务；建设工程施工；水利工程质量检测；出版物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：规划设计管理；水利相关咨询服务；工程管理服务；社会经济咨询服务；工程造价咨询业务；社会稳定风险评估；水资源管理；水污染治理；水环境污染防治服务；水土流失防治服务；水文服务；大气污染治理；固体废物治理；土壤污染治理与修复服务；地质灾害治理服务；生态恢复及生态保护服务；土地整治服务；软件开发；信息系统集成服务；技术推广服务；技术进出口；货物进出口（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","成功"
"安徽省金田建筑设计咨询有限责任公司;安徽省建筑设计研究总院股份有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽省长江河道工程有限责任公司","开业","刘晓盼","120000000","24548000","22/6/2000 00:00:00","1/6/2022 00:00:00","-","安徽省","芜湖市","湾沚区","13880054246","0553-2232081,0553-2232801,0553-5915882,42397127,15956910768","cjhd@ahcjhd.com","-","9134020071996306X7","9134020071996306X7","340200000070821","71996306-X","126","其他有限责任公司","土木工程建筑业","-","芜湖市湾沚区安徽新芜经济开发区芜湖佳海产业新城A区A19、A20幢","安徽省芜湖市弋江区云谷科技园2＃楼11层","-","水利水电工程、房屋建筑工程、河道清淤工程、地质灾害治理工程、桥梁工程、地基基础工程、机电设备安装工程、室内外装饰装修工程、钢结构工程、园林绿化工程、土石方工程施工；消防设施安装；公路工程建筑；市政道路工程建筑；金属结构制造；建筑幕墙装饰和装修；拆除工程服务；工程监理；工程造价咨询；工程技术咨询服务；工程建设项目招标代理服务；泵站运营、维护；工程检测咨询服务；商品混凝土制造；沥青销售；建筑工程机械与设备租赁；建筑劳务服务（不含劳务派遣和劳务输出）；房地产开发经营；物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽四强市政工程有限公司","开业","谭梦灵","10000000","0","22/2/2019 00:00:00","13/3/2024 00:00:00","-","安徽省","合肥市","蜀山区","18056020123","18326015894,15961099911,0551-68834256","anhuihaoxing@126.com","240956188@qq.com","91340111MA2TG00R53","91340111MA2TG00R53","340111000307385","MA2TG00R-5","8","有限责任公司(自然人独资)","房屋建筑业","-","安徽省合肥市经济技术开发区紫云路175号民营科技园二园综合楼五楼","安徽省合肥市经济技术开发区紫云路175号民营科技园二园综合楼五楼","-","许可项目：建设工程施工；房屋建筑和市政基础设施项目工程总承包；水利工程建设监理；路基路面养护作业；建设工程设计；建筑智能化系统设计；建筑物拆除作业（爆破作业除外）；电气安装服务；建筑劳务分包；施工专业作业；城市建筑垃圾处置（清运）（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：园林绿化工程施工；土石方工程施工；住宅水电安装维护服务；工业工程设计服务；对外承包工程；机械设备销售；建筑物清洁服务；普通机械设备安装服务；通讯设备销售；建筑材料销售；建筑装饰材料销售；广告设计、代理；广告发布；广告制作；物业管理；机械设备租赁；建筑工程机械与设备租赁（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"中国能源建设集团安徽电力建设第二工程有限公司;中通建工城建集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽通达信工程造价咨询有限公司","开业","朱军旗","1000000","1000000","16/5/2007 00:00:00","16/3/2016 00:00:00","-","安徽省","合肥市","包河区","17730013711","0551-64295611,0551-64292365,0566-2318290,15656073654,13856906163","543822428@qq.com","-","91340100661447627R","91340100661447627R","340000000033027","66144762-7","34","有限责任公司(自然人投资或控股)","商务服务业","-","合肥市包河区马鞍山南路760号绿地赢海A座1113室","合肥市包河区望江东路299号金中环广场C座11层","-","工程造价咨询服务；建设工程招投标代理；项目投资策划、管理及咨询服务。","成功"
"合肥安明电力安装工程有限公司","开业","凌泉","30000000","11000000","25/7/2006 00:00:00","21/11/2023 00:00:00","2006-07-25 至 2026-07-31","安徽省","合肥市","包河区","13721083059","0551-63409228,13966776002,0564-8626931,0551-3409228,0551-62879280","537727903@qq.com","360234057@qq.com,hfanmingdl@sina.com,anmingdianli@163.com","91340100791861922B","91340100791861922B","340100000102352","79186192-2","49","有限责任公司(自然人独资)","土木工程建筑业","合肥联友电气设备安装工程有限公司","合肥市包河经济开发区繁华大道5055号16幢厂房101/201/301/401","合肥市包河经济开发区繁华大道5055号16幢厂房101/201/301/401","-","许可项目：输电、供电、受电电力设施的安装、维修和试验；电气安装服务；建筑劳务分包；建设工程施工；施工专业作业；职业中介活动；劳务派遣服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：劳务服务（不含劳务派遣）；配电开关控制设备销售；智能输配电及控制设备销售；电力行业高效节能技术研发；电力电子元器件销售；电线、电缆经营；光伏发电设备租赁；光伏设备及元器件销售；电力设施器材销售；电气设备销售；发电技术服务；安全技术防范系统设计施工服务；工程技术服务（规划管理、勘察、设计、监理除外）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；机械设备租赁；建筑工程机械与设备租赁；运输设备租赁服务；特种设备出租；租赁服务（不含许可类租赁服务）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽钜强电力工程有限公司","开业","张钜","20000000","20000000","23/11/2011 00:00:00","15/12/2016 00:00:00","2011-11-23 至 2041-11-22","安徽省","合肥市","庐江县","13956655666","18555307252,0551-67621139,0551-87788266,13865266020,0551-87011008","2192315479@qq.com","303792448@qq.com,2033849224@qq.com,851236600@qq.com","91340124586138866E","91340124586138866E","341421000048764","58613886-6","54","有限责任公司(自然人投资或控股)","土木工程建筑业","庐江县钜强电力安装有限公司","安徽省合肥市庐江县庐城镇庐城文明中路12号","安徽省合肥市庐江县庐城镇鸿悦公馆3楼302","-","配售电业务；配电网的管理和运营；充电桩业务；送变电工程；城市及道路照明工程；建筑工程；建筑装饰装修工程；电力设施承装（修、试）（凭有效许可证经营）；电梯、电器销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"中安华力建设集团有限公司;安徽宏和建设集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"中国建筑第六工程局有限公司;安徽省驿山建筑安装工程有限公司;合肥工业大学设计院（集团）有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽金煌建设集团有限公司;安徽省金田建筑设计咨询有限责任公司;安徽金煌建设集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"中铁一局集团有限公司;中铁一局集团合肥建设工程有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽省建筑设计研究总院股份有限公司;中建湖湘设计有限公司;中国中建设计研究院有限公司;成都须弥云图建筑设计有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽祥奎建筑装饰工程有限公司","开业","段述奎","20000000","5000000","28/6/2010 00:00:00","7/3/2023 00:00:00","-","安徽省","合肥市","包河区","18756252133","34040619,18755489636,0554-3625299,13721136666,13721037587","814547370@qq.com","anhuixiangkui@163.com,hnxiangkui@163.com","913404005578318211","913404005578318211","340400000079180","55783182-1","30","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省合肥市包河区望湖街道南二环路199号信达好第坊8幢1003室","安徽省合肥市包河区高速中央广场C座1102","-","建筑装饰装修工程，建筑幕墙工程、建筑智能化工程的设计、施工，建筑工程、市政公用工程、水利水电工程、公路工程、电力工程、古建筑工程、钢结构工程、园林绿化工程、消防设施工程、通信工程、城市及道路照明工程、防水防腐保温工程、建筑机电安装工程、环保工程、河湖整治工程、桥梁工程、桩基工程、地基基础工程、土石方工程、模板、脚手架工程的施工，建筑物拆除（不含爆破），标识标牌的制作、安装、销售，安防监控系统设计、安装，门窗加工、销售及安装，装饰材料、五金电料销售，广告设计、制作、代理、发布，展览展示服务。","成功"
"新政建设集团有限公司;中铁上海工程局集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"合肥科安设备安装有限公司","开业","查日全","100000000","8000000","17/9/2002 00:00:00","17/10/2022 00:00:00","2002-09-17 至 2033-08-23","安徽省","合肥市","肥西县","15375536313","13956048785,15156896400,0553-5769356,13500516150,0551-63658782","kean11110@163.com","KEAN1110@163.COM,KEAN11110@163.COM","913401237430650911","913401237430650911","340100000280283","74306509-1","49","有限责任公司(自然人投资或控股)","商务服务业","-","安徽省合肥市经开区桃花工业园繁华大道工投立恒工业广场B-3-3","安徽省合肥市经开区繁华大道工投立恒工业广场B-3-3","-","许可项目：电气安装服务；施工专业作业；特种设备安装改造修理；建设工程施工；住宅室内装饰装修；特种设备检验检测；建设工程设计；特种设备设计；建筑智能化系统设计；雷电防护装置检测；检验检测服务；输电、供电、受电电力设施的安装、维修和试验；特种设备制造（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：消防技术服务；机械电气设备销售；特种设备销售；制冷、空调设备销售；金属材料销售；建筑材料销售；工程管理服务；非居住房地产租赁；特种作业人员安全技术培训；信息技术咨询服务；企业管理咨询；机械设备研发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"阜阳市颍泉水利建筑有限公司","开业","韩记","136000000","20200000","15/12/1997 00:00:00","25/11/2022 00:00:00","-","安徽省","阜阳市","颍泉区","0558-2621269","2236218,15855472405,0558-2621261,0556-8518488,0564-8671208","645132668@qq.com","-","91341200705085534B","91341200705085534B","341200000034654","70508553-4","153","有限责任公司(国有独资)","土木工程建筑业","-","安徽省阜阳市颍泉区北京中路519号","安徽省阜阳市颍泉区北京中路519号","www.fysyqsj.com","许可项目：建设工程施工；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：园林绿化工程施工（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
